Location,Year,total_cases,newsmearpositivecases
UTTARPRADESH_MEERUT,2024,6620.078,3072.451
UTTARPRADESH_MEERUT,2025,6606.7686,3069.5537
UTTARPRADESH_MORADABAD,2019,5292.12,2449.4934
UTTARPRADESH_MORADABAD,2020,5153.567,2376.516
UTTARPRADESH_MORADABAD,2021,5199.9106,2390.012
UTTARPRADESH_MORADABAD,2022,5396.1357,2476.3408
UTTARPRADESH_MORADABAD,2023,5577.001,2554.1782
UTTARPRADESH_MORADABAD,2024,5590.675,2549.5913
UTTARPRADESH_MORADABAD,2025,5443.2334,2467.373
UTTARPRADESH_SAHARANPUR,2019,6234.712,2841.6396
UTTARPRADESH_SAHARANPUR,2020,6170.7036,2844.27
UTTARPRADESH_SAHARANPUR,2021,6131.3496,2820.676
UTTARPRADESH_SAHARANPUR,2022,6051.116,2810.4478
UTTARPRADESH_SAHARANPUR,2023,6012.992,2791.4893
UTTARPRADESH_SAHARANPUR,2024,5946.9224,2767.8716
UTTARPRADESH_SAHARANPUR,2025,5886.249,2754.649
UTTARPRADESH_SONBHADRA,2019,1813.1412,1146.3899
UTTARPRADESH_SONBHADRA,2020,1859.4479,1167.7938
UTTARPRADESH_SONBHADRA,2021,1897.9666,1180.1868
UTTARPRADESH_SONBHADRA,2022,1927.6343,1196.0874
UTTARPRADESH_SONBHADRA,2023,1963.5406,1209.0693
UTTARPRADESH_SONBHADRA,2024,1999.9075,1223.8832
UTTARPRADESH_SONBHADRA,2025,2041.622,1236.6421
UTTARPRADESH_UNNAO,2019,4046.2566,2037.475
UTTARPRADESH_UNNAO,2020,4048.598,2044.1667
UTTARPRADESH_UNNAO,2021,4039.7979,2034.7173
UTTARPRADESH_UNNAO,2022,4042.676,2034.4722
UTTARPRADESH_UNNAO,2023,4028.7095,2021.6802
UTTARPRADESH_UNNAO,2024,4037.4373,2030.7898
UTTARPRADESH_UNNAO,2025,4007.1687,2022.8655
UTTARPRADESH_VARANASI,2019,5227.4106,2116.3792
UTTARPRADESH_VARANASI,2020,5262.847,2112.7578
UTTARPRADESH_VARANASI,2021,5338.837,2124.9695
UTTARPRADESH_VARANASI,2022,5394.6753,2129.5295
UTTARPRADESH_VARANASI,2023,5466.3174,2139.8135
UTTARPRADESH_VARANASI,2024,5530.1675,2147.6453
UTTARPRADESH_VARANASI,2025,5600.34,2157.706
WESTBENGAL_BANKURA,2019,3630.2222,2046.1614
WESTBENGAL_BANKURA,2020,3604.9568,2031.519
WESTBENGAL_BANKURA,2021,3626.082,2042.8344
WESTBENGAL_BANKURA,2022,3630.7822,2042.5499
WESTBENGAL_BANKURA,2023,3606.8096,2033.1791
WESTBENGAL_BANKURA,2024,3606.4014,2032.5647
WESTBENGAL_BANKURA,2025,3610.573,2034.6102
WESTBENGAL_MALDAH,2019,4593.5293,2333.354
WESTBENGAL_MALDAH,2020,4568.7944,2328.267
WESTBENGAL_MALDAH,2021,4574.9575,2330.5955
WESTBENGAL_MALDAH,2022,4572.877,2328.3982
WESTBENGAL_MALDAH,2023,4569.7197,2328.4731
WESTBENGAL_MALDAH,2024,4571.6787,2329.2964
WESTBENGAL_MALDAH,2025,4571.0615,2329.2593
WESTBENGAL_MURSHIDABAD,2019,6036.1436,3312.8728
WESTBENGAL_MURSHIDABAD,2020,6020.252,3305.1326
WESTBENGAL_MURSHIDABAD,2021,6021.284,3310.4272
WESTBENGAL_MURSHIDABAD,2022,6026.711,3307.9355
WESTBENGAL_MURSHIDABAD,2023,6023.5127,3307.3823
WESTBENGAL_MURSHIDABAD,2024,6025.367,3309.4646
WESTBENGAL_MURSHIDABAD,2025,6026.798,3308.6436
WESTBENGAL_NADIA,2019,3837.289,1601.2703
WESTBENGAL_NADIA,2020,3828.3,1597.2526
WESTBENGAL_NADIA,2021,3823.7996,1605.3169
WESTBENGAL_NADIA,2022,3841.9417,1606.2312
WESTBENGAL_NADIA,2023,3843.5933,1606.7622
WESTBENGAL_NADIA,2024,3848.3826,1610.8885
WESTBENGAL_NADIA,2025,3857.6343,1611.8616
WESTBENGAL_PURBAMEDINIPUR,2019,3248.752,2365.0122
WESTBENGAL_PURBAMEDINIPUR,2020,3235.5876,2357.547
WESTBENGAL_PURBAMEDINIPUR,2021,3305.723,2404.6357
WESTBENGAL_PURBAMEDINIPUR,2022,3340.164,2421.8264
WESTBENGAL_PURBAMEDINIPUR,2023,3380.6116,2440.787
WESTBENGAL_PURBAMEDINIPUR,2024,3379.893,2440.2505
WESTBENGAL_PURBAMEDINIPUR,2025,3318.3215,2410.4685
