rspm,no2,so2,rainfall,humidity,temperature,year,quarter,No of districts,Locations
rspm_moderate,no2_potential,so2_potential,rainfall_low,humidity_low,temperature_moderate,2019,1,1,['MAHARASHTRA_NASHIK']
rspm_moderate,no2_potential,so2_potential,rainfall_low,humidity_low,temperature_moderate,2020,1,1,['MAHARASHTRA_NASHIK']
rspm_moderate,no2_potential,so2_potential,rainfall_low,humidity_low,temperature_moderate,2023,1,1,['MAHARASHTRA_NASHIK']
rspm_moderate,no2_curtailing,so2_safe,rainfall_low,humidity_low,temperature_moderate,2001,4,1,['RAJASTHAN_ALWAR']
rspm_moderate,no2_curtailing,so2_safe,rainfall_low,humidity_low,temperature_moderate,2004,1,1,['RAJASTHAN_UDAIPUR']
rspm_moderate,no2_curtailing,so2_safe,rainfall_low,humidity_low,temperature_moderate,2006,1,1,['JHARKHAND_DHANBAD']
rspm_moderate,no2_curtailing,so2_safe,rainfall_low,humidity_low,temperature_moderate,2013,1,1,['MAHARASHTRA_PUNE']
rspm_moderate,no2_curtailing,so2_safe,rainfall_low,humidity_low,temperature_moderate,2014,1,1,['MAHARASHTRA_SANGLI']
rspm_moderate,no2_curtailing,so2_safe,rainfall_low,humidity_low,temperature_moderate,2014,4,1,['RAJASTHAN_JAIPUR']
rspm_moderate,no2_curtailing,so2_safe,rainfall_low,humidity_low,temperature_moderate,2015,1,1,['MAHARASHTRA_SANGLI']
rspm_moderate,no2_curtailing,so2_safe,rainfall_low,humidity_low,temperature_moderate,2016,1,2,['JHARKHAND_JAMTARA' 'MAHARASHTRA_THANE']
rspm_moderate,no2_curtailing,so2_safe,rainfall_low,humidity_low,temperature_moderate,2017,1,1,['JHARKHAND_JAMTARA']
rspm_moderate,no2_curtailing,so2_safe,rainfall_low,humidity_low,temperature_moderate,2020,1,1,['MAHARASHTRA_JALGAON']
rspm_moderate,no2_curtailing,so2_safe,rainfall_low,humidity_low,temperature_moderate,2021,1,1,['MAHARASHTRA_JALGAON']
rspm_moderate,no2_curtailing,so2_safe,rainfall_low,humidity_low,temperature_moderate,2022,1,1,['MAHARASHTRA_JALGAON']
rspm_moderate,no2_curtailing,so2_safe,rainfall_low,humidity_low,temperature_moderate,2023,1,1,['MAHARASHTRA_JALGAON']
rspm_moderate,no2_curtailing,so2_safe,rainfall_low,humidity_low,temperature_moderate,2024,1,2,['MAHARASHTRA_CHANDRAPUR' 'MAHARASHTRA_JALGAON']
rspm_moderate,no2_curtailing,so2_safe,rainfall_low,humidity_low,temperature_moderate,2025,1,2,['MAHARASHTRA_CHANDRAPUR' 'MAHARASHTRA_JALGAON']
rspm_moderate,no2_curtailing,so2_potential,rainfall_low,humidity_low,temperature_moderate,2001,1,1,['MAHARASHTRA_PUNE']
rspm_moderate,no2_curtailing,so2_potential,rainfall_low,humidity_low,temperature_moderate,2002,1,1,['MAHARASHTRA_PUNE']
rspm_moderate,no2_curtailing,so2_potential,rainfall_low,humidity_low,temperature_moderate,2006,1,1,['JHARKHAND_EASTSINGHBHUM']
rspm_moderate,no2_curtailing,so2_potential,rainfall_low,humidity_low,temperature_moderate,2008,1,1,['MAHARASHTRA_CHANDRAPUR']
rspm_moderate,no2_curtailing,so2_potential,rainfall_low,humidity_low,temperature_moderate,2011,1,2,['MAHARASHTRA_PUNE' 'MAHARASHTRA_THANE']
rspm_moderate,no2_curtailing,so2_potential,rainfall_low,humidity_low,temperature_moderate,2012,1,2,['MAHARASHTRA_JALGAON' 'MAHARASHTRA_THANE']
rspm_moderate,no2_curtailing,so2_potential,rainfall_low,humidity_low,temperature_moderate,2014,1,1,['MAHARASHTRA_THANE']
rspm_moderate,no2_curtailing,so2_potential,rainfall_low,humidity_low,temperature_moderate,2019,1,1,['MAHARASHTRA_PUNE']
rspm_moderate,no2_curtailing,so2_potential,rainfall_low,humidity_low,temperature_moderate,2020,1,1,['MAHARASHTRA_PUNE']
rspm_moderate,no2_curtailing,so2_potential,rainfall_low,humidity_low,temperature_moderate,2021,1,1,['MAHARASHTRA_PUNE']
rspm_moderate,no2_curtailing,so2_potential,rainfall_low,humidity_low,temperature_moderate,2022,1,1,['MAHARASHTRA_PUNE']
rspm_moderate,no2_curtailing,so2_potential,rainfall_low,humidity_low,temperature_moderate,2023,1,1,['MAHARASHTRA_PUNE']
rspm_moderate,no2_curtailing,so2_potential,rainfall_low,humidity_low,temperature_moderate,2024,1,1,['MAHARASHTRA_PUNE']
rspm_moderate,no2_curtailing,so2_potential,rainfall_low,humidity_low,temperature_moderate,2025,1,1,['MAHARASHTRA_PUNE']
rspm_poor,no2_safe,so2_safe,rainfall_low,humidity_low,temperature_moderate,2004,4,1,['GUJARAT_RAJKOT']
rspm_poor,no2_safe,so2_safe,rainfall_low,humidity_low,temperature_moderate,2006,1,1,['MADHYAPRADESH_SATNA']
rspm_poor,no2_safe,so2_safe,rainfall_low,humidity_low,temperature_moderate,2006,2,1,['UTTARPRADESH_GHAZIABAD']
rspm_poor,no2_safe,so2_safe,rainfall_low,humidity_low,temperature_moderate,2006,4,1,['UTTARPRADESH_KANPURNAGAR']
rspm_poor,no2_safe,so2_safe,rainfall_low,humidity_low,temperature_moderate,2008,2,1,['UTTARPRADESH_GHAZIABAD']
rspm_poor,no2_safe,so2_safe,rainfall_low,humidity_low,temperature_moderate,2009,1,1,['MADHYAPRADESH_SATNA']
rspm_poor,no2_safe,so2_safe,rainfall_low,humidity_low,temperature_moderate,2010,1,2,['MADHYAPRADESH_SATNA' 'RAJASTHAN_ALWAR']
rspm_poor,no2_safe,so2_safe,rainfall_low,humidity_low,temperature_moderate,2011,4,1,['RAJASTHAN_ALWAR']
rspm_poor,no2_safe,so2_safe,rainfall_low,humidity_low,temperature_moderate,2014,2,1,['UTTARPRADESH_BAREILLY']
rspm_poor,no2_safe,so2_safe,rainfall_low,humidity_low,temperature_moderate,2014,4,1,['UTTARPRADESH_AGRA']
rspm_poor,no2_safe,so2_safe,rainfall_low,humidity_low,temperature_moderate,2015,4,1,['UTTARPRADESH_BAREILLY']
rspm_poor,no2_safe,so2_safe,rainfall_low,humidity_low,temperature_moderate,2016,2,1,['UTTARPRADESH_SAHARANPUR']
rspm_poor,no2_safe,so2_safe,rainfall_low,humidity_low,temperature_moderate,2016,4,1,['UTTARPRADESH_BAREILLY']
rspm_poor,no2_safe,so2_safe,rainfall_low,humidity_low,temperature_moderate,2018,1,2,['GUJARAT_RAJKOT' 'RAJASTHAN_JODHPUR']
rspm_poor,no2_safe,so2_safe,rainfall_low,humidity_low,temperature_moderate,2018,4,1,['RAJASTHAN_JODHPUR']
rspm_poor,no2_potential,so2_safe,rainfall_low,humidity_low,temperature_moderate,2003,2,1,['PUNJAB_LUDHIANA']
rspm_poor,no2_potential,so2_safe,rainfall_low,humidity_low,temperature_moderate,2004,2,2,['PUNJAB_FATEHGARHSAHIB' 'PUNJAB_LUDHIANA']
rspm_poor,no2_potential,so2_safe,rainfall_low,humidity_low,temperature_moderate,2005,1,1,['CHHATTISGARH_RAIPUR']
rspm_poor,no2_potential,so2_safe,rainfall_low,humidity_low,temperature_moderate,2005,2,2,['PUNJAB_FATEHGARHSAHIB' 'PUNJAB_LUDHIANA']
rspm_poor,no2_potential,so2_safe,rainfall_low,humidity_low,temperature_moderate,2006,2,2,['PUNJAB_FATEHGARHSAHIB' 'PUNJAB_LUDHIANA']
rspm_poor,no2_potential,so2_safe,rainfall_low,humidity_low,temperature_moderate,2006,4,1,['UTTARPRADESH_AGRA']
rspm_poor,no2_potential,so2_safe,rainfall_low,humidity_low,temperature_moderate,2007,2,2,['PUNJAB_FATEHGARHSAHIB' 'PUNJAB_LUDHIANA']
rspm_poor,no2_potential,so2_safe,rainfall_low,humidity_low,temperature_moderate,2007,4,2,['UTTARPRADESH_AGRA' 'UTTARPRADESH_FIROZABAD']
rspm_poor,no2_potential,so2_safe,rainfall_low,humidity_low,temperature_moderate,2008,2,1,['PUNJAB_LUDHIANA']
rspm_poor,no2_potential,so2_safe,rainfall_low,humidity_low,temperature_moderate,2009,1,3,['CHHATTISGARH_RAIPUR' 'JHARKHAND_DHANBAD' 'JHARKHAND_RANCHI']
rspm_poor,no2_potential,so2_safe,rainfall_low,humidity_low,temperature_moderate,2009,2,1,['PUNJAB_LUDHIANA']
rspm_poor,no2_potential,so2_safe,rainfall_low,humidity_low,temperature_moderate,2010,4,1,['PUNJAB_LUDHIANA']
rspm_poor,no2_potential,so2_safe,rainfall_low,humidity_low,temperature_moderate,2011,1,2,['JHARKHAND_DHANBAD' 'PUNJAB_LUDHIANA']
rspm_poor,no2_potential,so2_safe,rainfall_low,humidity_low,temperature_moderate,2011,2,2,['PUNJAB_AMRITSAR' 'UTTARPRADESH_BAREILLY']
rspm_poor,no2_potential,so2_safe,rainfall_low,humidity_low,temperature_moderate,2011,4,2,['PUNJAB_LUDHIANA' 'UTTARPRADESH_AGRA']
rspm_poor,no2_potential,so2_safe,rainfall_low,humidity_low,temperature_moderate,2012,1,1,['CHHATTISGARH_RAIPUR']
rspm_poor,no2_potential,so2_safe,rainfall_low,humidity_low,temperature_moderate,2012,4,1,['PUNJAB_LUDHIANA']
rspm_poor,no2_potential,so2_safe,rainfall_low,humidity_low,temperature_moderate,2015,4,6,"['RAJASTHAN_ALWAR' 'RAJASTHAN_JAIPUR' 'UTTARPRADESH_AGRA'
  'UTTARPRADESH_ALLAHABAD' 'UTTARPRADESH_FIROZABAD'
  'UTTARPRADESH_KANPURNAGAR']"
rspm_poor,no2_potential,so2_safe,rainfall_low,humidity_low,temperature_moderate,2016,1,3,['BIHAR_PATNA' 'CHHATTISGARH_DURG' 'JHARKHAND_DHANBAD']
rspm_poor,no2_potential,so2_safe,rainfall_low,humidity_low,temperature_moderate,2016,4,4,"['PUNJAB_FATEHGARHSAHIB' 'UTTARPRADESH_FIROZABAD' 'UTTARPRADESH_GHAZIABAD'
  'UTTARPRADESH_KANPURNAGAR']"
rspm_poor,no2_potential,so2_safe,rainfall_low,humidity_low,temperature_moderate,2017,1,2,['CHHATTISGARH_DURG' 'MAHARASHTRA_RAIGAD']
rspm_poor,no2_potential,so2_safe,rainfall_low,humidity_low,temperature_moderate,2017,2,1,['UTTARPRADESH_MORADABAD']
rspm_poor,no2_potential,so2_safe,rainfall_low,humidity_low,temperature_moderate,2017,4,2,['UTTARPRADESH_FIROZABAD' 'UTTARPRADESH_KANPURNAGAR']
rspm_poor,no2_potential,so2_safe,rainfall_low,humidity_low,temperature_moderate,2018,1,2,['CHHATTISGARH_DURG' 'JHARKHAND_DHANBAD']
rspm_poor,no2_potential,so2_safe,rainfall_low,humidity_low,temperature_moderate,2018,2,1,['UTTARAKHAND_DEHRADUN']
rspm_poor,no2_potential,so2_safe,rainfall_low,humidity_low,temperature_moderate,2019,1,1,['CHHATTISGARH_RAIPUR']
rspm_poor,no2_potential,so2_safe,rainfall_low,humidity_low,temperature_moderate,2019,2,3,['HARYANA_YAMUNANAGAR' 'PUNJAB_AMRITSAR' 'UTTARPRADESH_BAREILLY']
rspm_poor,no2_potential,so2_safe,rainfall_low,humidity_low,temperature_moderate,2020,1,1,['CHHATTISGARH_RAIPUR']
rspm_poor,no2_potential,so2_safe,rainfall_low,humidity_low,temperature_moderate,2020,2,3,['PUNJAB_AMRITSAR' 'PUNJAB_LUDHIANA' 'UTTARPRADESH_BAREILLY']
rspm_poor,no2_potential,so2_safe,rainfall_low,humidity_low,temperature_moderate,2021,1,1,['CHHATTISGARH_RAIPUR']
rspm_poor,no2_potential,so2_safe,rainfall_low,humidity_low,temperature_moderate,2021,2,1,['PUNJAB_AMRITSAR']
rspm_poor,no2_potential,so2_safe,rainfall_low,humidity_low,temperature_moderate,2022,1,1,['CHHATTISGARH_RAIPUR']
rspm_poor,no2_potential,so2_safe,rainfall_low,humidity_low,temperature_moderate,2022,2,1,['PUNJAB_AMRITSAR']
rspm_poor,no2_potential,so2_safe,rainfall_low,humidity_low,temperature_moderate,2023,1,1,['CHHATTISGARH_RAIPUR']
rspm_poor,no2_potential,so2_safe,rainfall_low,humidity_low,temperature_moderate,2023,2,1,['PUNJAB_AMRITSAR']
rspm_poor,no2_potential,so2_safe,rainfall_low,humidity_low,temperature_moderate,2024,1,1,['CHHATTISGARH_RAIPUR']
rspm_poor,no2_potential,so2_safe,rainfall_low,humidity_low,temperature_moderate,2024,2,1,['PUNJAB_AMRITSAR']
rspm_poor,no2_potential,so2_safe,rainfall_low,humidity_low,temperature_moderate,2025,1,1,['CHHATTISGARH_RAIPUR']
rspm_poor,no2_potential,so2_safe,rainfall_low,humidity_low,temperature_moderate,2025,2,1,['PUNJAB_AMRITSAR']
rspm_poor,no2_potential,so2_potential,rainfall_low,humidity_low,temperature_moderate,2007,1,1,['MAHARASHTRA_CHANDRAPUR']
rspm_poor,no2_potential,so2_potential,rainfall_low,humidity_low,temperature_moderate,2008,2,1,['UTTARPRADESH_BULANDSHAHR']
rspm_poor,no2_potential,so2_potential,rainfall_low,humidity_low,temperature_moderate,2011,2,1,['UTTARPRADESH_GHAZIABAD']
rspm_poor,no2_potential,so2_potential,rainfall_low,humidity_low,temperature_moderate,2012,2,1,['UTTARAKHAND_DEHRADUN']
rspm_poor,no2_potential,so2_potential,rainfall_low,humidity_low,temperature_moderate,2024,2,1,['UTTARPRADESH_GHAZIABAD']
rspm_poor,no2_potential,so2_potential,rainfall_low,humidity_low,temperature_moderate,2025,2,1,['UTTARPRADESH_GHAZIABAD']
rspm_poor,no2_curtailing,so2_safe,rainfall_low,humidity_low,temperature_moderate,2006,1,1,['WESTBENGAL_PASCHIMBARDHAMAN']
rspm_poor,no2_curtailing,so2_safe,rainfall_low,humidity_low,temperature_moderate,2016,1,1,['WESTBENGAL_MURSHIDABAD']
rspm_poor,no2_curtailing,so2_safe,rainfall_low,humidity_low,temperature_moderate,2017,1,1,['WESTBENGAL_MURSHIDABAD']
rspm_poor,no2_curtailing,so2_safe,rainfall_low,humidity_low,temperature_moderate,2019,1,1,['WESTBENGAL_MURSHIDABAD']
rspm_poor,no2_curtailing,so2_safe,rainfall_low,humidity_low,temperature_moderate,2021,1,1,['WESTBENGAL_MURSHIDABAD']
rspm_poor,no2_curtailing,so2_safe,rainfall_low,humidity_low,temperature_moderate,2022,1,1,['WESTBENGAL_MURSHIDABAD']
rspm_poor,no2_curtailing,so2_safe,rainfall_low,humidity_low,temperature_moderate,2022,2,1,['UTTARPRADESH_BAREILLY']
rspm_poor,no2_curtailing,so2_safe,rainfall_low,humidity_low,temperature_moderate,2023,1,1,['WESTBENGAL_MURSHIDABAD']
rspm_poor,no2_curtailing,so2_safe,rainfall_low,humidity_low,temperature_moderate,2023,2,1,['UTTARPRADESH_BAREILLY']
rspm_poor,no2_curtailing,so2_safe,rainfall_low,humidity_low,temperature_moderate,2024,1,1,['WESTBENGAL_MURSHIDABAD']
rspm_poor,no2_curtailing,so2_safe,rainfall_low,humidity_low,temperature_moderate,2024,2,1,['UTTARPRADESH_BAREILLY']
rspm_poor,no2_curtailing,so2_safe,rainfall_low,humidity_low,temperature_moderate,2025,1,1,['WESTBENGAL_MURSHIDABAD']
rspm_poor,no2_curtailing,so2_safe,rainfall_low,humidity_low,temperature_moderate,2025,2,1,['UTTARPRADESH_BAREILLY']
rspm_severe,no2_potential,so2_safe,rainfall_low,humidity_low,temperature_moderate,2006,2,1,['PUNJAB_AMRITSAR']
rspm_severe,no2_potential,so2_safe,rainfall_low,humidity_low,temperature_moderate,2007,2,1,['PUNJAB_AMRITSAR']
rspm_severe,no2_potential,so2_safe,rainfall_low,humidity_low,temperature_moderate,2008,2,1,['PUNJAB_AMRITSAR']
rspm_severe,no2_potential,so2_safe,rainfall_low,humidity_low,temperature_moderate,2010,1,1,['CHHATTISGARH_RAIPUR']
rspm_severe,no2_potential,so2_safe,rainfall_low,humidity_low,temperature_moderate,2011,1,1,['CHHATTISGARH_RAIPUR']
rspm_severe,no2_potential,so2_safe,rainfall_low,humidity_low,temperature_moderate,2012,4,1,['MADHYAPRADESH_GWALIOR']
rspm_severe,no2_potential,so2_safe,rainfall_low,humidity_low,temperature_moderate,2013,1,1,['CHHATTISGARH_RAIPUR']
rspm_severe,no2_potential,so2_safe,rainfall_low,humidity_low,temperature_moderate,2015,4,1,['UTTARPRADESH_GHAZIABAD']
rspm_severe,no2_curtailing,so2_potential,rainfall_low,humidity_low,temperature_moderate,2004,1,1,['MAHARASHTRA_PUNE']
rspm_good,no2_safe,so2_safe,rainfall_low,humidity_low,temperature_high,2004,2,1,['MAHARASHTRA_NAGPUR']
rspm_good,no2_safe,so2_safe,rainfall_low,humidity_low,temperature_high,2005,2,1,['ODISHA_SAMBALPUR']
rspm_good,no2_safe,so2_safe,rainfall_low,humidity_low,temperature_high,2007,2,1,['ODISHA_SAMBALPUR']
rspm_good,no2_safe,so2_safe,rainfall_low,humidity_low,temperature_high,2010,2,1,['ODISHA_SAMBALPUR']
rspm_good,no2_safe,so2_safe,rainfall_low,humidity_low,temperature_high,2018,2,1,['CHHATTISGARH_BILASPUR']
rspm_good,no2_safe,so2_safe,rainfall_low,humidity_low,temperature_high,2019,2,2,['MADHYAPRADESH_BHOPAL' 'ODISHA_SAMBALPUR']
rspm_good,no2_safe,so2_safe,rainfall_low,humidity_low,temperature_high,2020,2,1,['MADHYAPRADESH_BHOPAL']
rspm_good,no2_safe,so2_safe,rainfall_low,humidity_low,temperature_high,2021,2,1,['MADHYAPRADESH_BHOPAL']
rspm_good,no2_safe,so2_safe,rainfall_low,humidity_low,temperature_high,2022,2,1,['MADHYAPRADESH_BHOPAL']
rspm_good,no2_safe,so2_safe,rainfall_low,humidity_low,temperature_high,2023,2,1,['MADHYAPRADESH_BHOPAL']
rspm_good,no2_safe,so2_safe,rainfall_low,humidity_low,temperature_high,2024,2,1,['MADHYAPRADESH_BHOPAL']
rspm_good,no2_safe,so2_safe,rainfall_low,humidity_low,temperature_high,2025,2,1,['MADHYAPRADESH_BHOPAL']
rspm_good,no2_potential,so2_safe,rainfall_low,humidity_low,temperature_high,2016,2,1,['MADHYAPRADESH_HOSHANGABAD']
rspm_good,no2_potential,so2_safe,rainfall_low,humidity_low,temperature_high,2017,2,1,['MADHYAPRADESH_HOSHANGABAD']
rspm_good,no2_potential,so2_safe,rainfall_low,humidity_low,temperature_high,2018,2,1,['MADHYAPRADESH_HOSHANGABAD']
rspm_good,no2_potential,so2_potential,rainfall_low,humidity_low,temperature_high,2016,2,1,['MAHARASHTRA_NANDED']
rspm_good,no2_potential,so2_potential,rainfall_low,humidity_low,temperature_high,2017,2,1,['MAHARASHTRA_NANDED']
rspm_good,no2_potential,so2_potential,rainfall_low,humidity_low,temperature_high,2018,2,1,['MAHARASHTRA_NANDED']
rspm_good,no2_curtailing,so2_safe,rainfall_low,humidity_low,temperature_high,2016,2,1,['JHARKHAND_JAMTARA']
rspm_satisfactory,no2_safe,so2_safe,rainfall_low,humidity_low,temperature_high,2002,2,1,['TELANGANA_HYDERABAD']
rspm_satisfactory,no2_safe,so2_safe,rainfall_low,humidity_low,temperature_high,2004,2,2,['MADHYAPRADESH_BHOPAL' 'MADHYAPRADESH_JABALPUR']
rspm_satisfactory,no2_safe,so2_safe,rainfall_low,humidity_low,temperature_high,2005,2,5,"['CHHATTISGARH_KORBA' 'MADHYAPRADESH_BHOPAL' 'MADHYAPRADESH_JABALPUR'
  'ODISHA_ANGUL' 'ODISHA_SUNDARGARH']"
rspm_satisfactory,no2_safe,so2_safe,rainfall_low,humidity_low,temperature_high,2006,2,3,['MADHYAPRADESH_BHOPAL' 'MADHYAPRADESH_JABALPUR' 'MADHYAPRADESH_UJJAIN']
rspm_satisfactory,no2_safe,so2_safe,rainfall_low,humidity_low,temperature_high,2007,2,5,"['GUJARAT_AHMEDABAD' 'MADHYAPRADESH_BHOPAL' 'MADHYAPRADESH_SAGAR'
  'MADHYAPRADESH_UJJAIN' 'MAHARASHTRA_AMRAVATI']"
rspm_satisfactory,no2_safe,so2_safe,rainfall_low,humidity_low,temperature_high,2009,2,6,"['MADHYAPRADESH_UJJAIN' 'MAHARASHTRA_AMRAVATI' 'MAHARASHTRA_AURANGABAD'
  'ODISHA_RAYAGADA' 'ODISHA_SAMBALPUR' 'RAJASTHAN_KOTA']"
rspm_satisfactory,no2_safe,so2_safe,rainfall_low,humidity_low,temperature_high,2010,2,5,"['ANDHRAPRADESH_KURNOOL' 'MADHYAPRADESH_DEWAS' 'MADHYAPRADESH_UJJAIN'
  'MAHARASHTRA_AURANGABAD' 'UTTARPRADESH_MORADABAD']"
rspm_satisfactory,no2_safe,so2_safe,rainfall_low,humidity_low,temperature_high,2011,2,2,['MADHYAPRADESH_JABALPUR' 'MADHYAPRADESH_SAGAR']
rspm_satisfactory,no2_safe,so2_safe,rainfall_low,humidity_low,temperature_high,2012,2,6,"['ANDHRAPRADESH_KURNOOL' 'CHHATTISGARH_DURG' 'CHHATTISGARH_KORBA'
  'MADHYAPRADESH_JABALPUR' 'MADHYAPRADESH_UJJAIN' 'ODISHA_SAMBALPUR']"
rspm_satisfactory,no2_safe,so2_safe,rainfall_low,humidity_low,temperature_high,2013,2,3,['KARNATAKA_BIDAR' 'MADHYAPRADESH_UJJAIN' 'MAHARASHTRA_AMRAVATI']
rspm_satisfactory,no2_safe,so2_safe,rainfall_low,humidity_low,temperature_high,2014,2,8,"['ANDHRAPRADESH_KURNOOL' 'GUJARAT_BHARUCH' 'GUJARAT_VADODARA'
  'KARNATAKA_BIDAR' 'MADHYAPRADESH_DEWAS' 'MADHYAPRADESH_UJJAIN'
  'MAHARASHTRA_LATUR' 'ODISHA_SAMBALPUR']"
rspm_satisfactory,no2_safe,so2_safe,rainfall_low,humidity_low,temperature_high,2015,2,6,"['MADHYAPRADESH_DEWAS' 'MADHYAPRADESH_SHAHDOL' 'MADHYAPRADESH_UJJAIN'
  'MAHARASHTRA_NAGPUR' 'TELANGANA_KARIMNAGAR' 'TELANGANA_SANGAREDDY']"
rspm_satisfactory,no2_safe,so2_safe,rainfall_low,humidity_low,temperature_high,2016,2,16,"['CHHATTISGARH_BILASPUR' 'CHHATTISGARH_KORBA' 'GUJARAT_GANDHINAGAR'
  'GUJARAT_VADODARA' 'KARNATAKA_BIDAR' 'KARNATAKA_RAICHUR'
  'MADHYAPRADESH_BHOPAL' 'MADHYAPRADESH_CHHATARPUR' 'MADHYAPRADESH_GWALIOR'
  'MADHYAPRADESH_JABALPUR' 'MADHYAPRADESH_SAGAR' 'MADHYAPRADESH_SATNA'
  'MADHYAPRADESH_UJJAIN' 'MAHARASHTRA_AMRAVATI' 'MAHARASHTRA_LATUR'
  'ODISHA_JHARSUGUDA']"
rspm_satisfactory,no2_safe,so2_safe,rainfall_low,humidity_low,temperature_high,2017,2,16,"['ANDHRAPRADESH_ANANTAPUR' 'ANDHRAPRADESH_KURNOOL' 'CHHATTISGARH_BILASPUR'
  'CHHATTISGARH_KORBA' 'GUJARAT_GANDHINAGAR' 'KARNATAKA_RAICHUR'
  'MADHYAPRADESH_BHOPAL' 'MADHYAPRADESH_CHHATARPUR'
  'MADHYAPRADESH_JABALPUR' 'MADHYAPRADESH_SAGAR' 'MADHYAPRADESH_SATNA'
  'MADHYAPRADESH_UJJAIN' 'MAHARASHTRA_LATUR' 'ODISHA_JHARSUGUDA'
  'TELANGANA_NALGONDA' 'TELANGANA_NIZAMABAD']"
rspm_satisfactory,no2_safe,so2_safe,rainfall_low,humidity_low,temperature_high,2018,2,11,"['ANDHRAPRADESH_KURNOOL' 'GUJARAT_GANDHINAGAR' 'KARNATAKA_RAICHUR'
  'MADHYAPRADESH_CHHATARPUR' 'MADHYAPRADESH_SAGAR' 'MADHYAPRADESH_UJJAIN'
  'MAHARASHTRA_AKOLA' 'MAHARASHTRA_NASHIK' 'PUNJAB_PATIALA'
  'TELANGANA_NIZAMABAD' 'UTTARPRADESH_JHANSI']"
rspm_satisfactory,no2_safe,so2_safe,rainfall_low,humidity_low,temperature_high,2019,2,19,"['ANDHRAPRADESH_KURNOOL' 'CHHATTISGARH_BILASPUR' 'CHHATTISGARH_KORBA'
  'GUJARAT_GANDHINAGAR' 'KARNATAKA_BIDAR' 'KARNATAKA_RAICHUR'
  'MADHYAPRADESH_CHHATARPUR' 'MADHYAPRADESH_DEWAS' 'MADHYAPRADESH_JABALPUR'
  'MADHYAPRADESH_SHAHDOL' 'MADHYAPRADESH_UJJAIN' 'MAHARASHTRA_AURANGABAD'
  'MAHARASHTRA_LATUR' 'ODISHA_SUNDARGARH' 'TELANGANA_KARIMNAGAR'
  'TELANGANA_MEDAK' 'TELANGANA_NALGONDA' 'TELANGANA_NIZAMABAD'
  'TELANGANA_WARANGALURBAN']"
rspm_satisfactory,no2_safe,so2_safe,rainfall_low,humidity_low,temperature_high,2020,2,15,"['CHHATTISGARH_BILASPUR' 'CHHATTISGARH_KORBA' 'GUJARAT_GANDHINAGAR'
  'KARNATAKA_BIDAR' 'KARNATAKA_RAICHUR' 'MADHYAPRADESH_CHHATARPUR'
  'MADHYAPRADESH_JABALPUR' 'MADHYAPRADESH_SHAHDOL' 'MADHYAPRADESH_UJJAIN'
  'MAHARASHTRA_AURANGABAD' 'MAHARASHTRA_LATUR' 'TELANGANA_KARIMNAGAR'
  'TELANGANA_MEDAK' 'TELANGANA_NIZAMABAD' 'TELANGANA_WARANGALURBAN']"
rspm_satisfactory,no2_safe,so2_safe,rainfall_low,humidity_low,temperature_high,2021,2,17,"['ANDHRAPRADESH_KURNOOL' 'CHHATTISGARH_BILASPUR' 'CHHATTISGARH_KORBA'
  'GUJARAT_GANDHINAGAR' 'KARNATAKA_BIDAR' 'KARNATAKA_RAICHUR'
  'MADHYAPRADESH_CHHATARPUR' 'MADHYAPRADESH_JABALPUR'
  'MADHYAPRADESH_SHAHDOL' 'MADHYAPRADESH_UJJAIN' 'MAHARASHTRA_LATUR'
  'ODISHA_SUNDARGARH' 'TELANGANA_KARIMNAGAR' 'TELANGANA_MEDAK'
  'TELANGANA_NALGONDA' 'TELANGANA_NIZAMABAD' 'TELANGANA_WARANGALURBAN']"
rspm_satisfactory,no2_safe,so2_safe,rainfall_low,humidity_low,temperature_high,2022,2,16,"['ANDHRAPRADESH_KURNOOL' 'CHHATTISGARH_BILASPUR' 'CHHATTISGARH_KORBA'
  'GUJARAT_GANDHINAGAR' 'KARNATAKA_BIDAR' 'KARNATAKA_RAICHUR'
  'MADHYAPRADESH_CHHATARPUR' 'MADHYAPRADESH_JABALPUR'
  'MADHYAPRADESH_SHAHDOL' 'MADHYAPRADESH_UJJAIN' 'MAHARASHTRA_LATUR'
  'TELANGANA_KARIMNAGAR' 'TELANGANA_MEDAK' 'TELANGANA_NALGONDA'
  'TELANGANA_NIZAMABAD' 'TELANGANA_WARANGALURBAN']"
rspm_satisfactory,no2_safe,so2_safe,rainfall_low,humidity_low,temperature_high,2023,2,15,"['CHHATTISGARH_BILASPUR' 'CHHATTISGARH_KORBA' 'GUJARAT_GANDHINAGAR'
  'KARNATAKA_BIDAR' 'KARNATAKA_RAICHUR' 'MADHYAPRADESH_CHHATARPUR'
  'MADHYAPRADESH_JABALPUR' 'MADHYAPRADESH_SHAHDOL' 'MADHYAPRADESH_UJJAIN'
  'MAHARASHTRA_LATUR' 'TELANGANA_KARIMNAGAR' 'TELANGANA_MEDAK'
  'TELANGANA_NALGONDA' 'TELANGANA_NIZAMABAD' 'TELANGANA_WARANGALURBAN']"
