,Location,Year,total_cases,smear
4,ANDHRAPRADESH_ANANTAPUR,2001,3421,1552
5,ANDHRAPRADESH_ANANTAPUR,2002,5585,2399
6,ANDHRAPRADESH_ANANTAPUR,2003,5910,2811
7,ANDHRAPRADESH_ANANTAPUR,2004,5281,2388
8,ANDHRAPRADESH_ANANTAPUR,2005,5527,2359
9,ANDHRAPRADESH_ANANTAPUR,2006,5777,2543
10,ANDHRAPRADESH_ANANTAPUR,2007,6100,2684
11,ANDHRAPRADESH_ANANTAPUR,2008,5954,2777
12,ANDHRAPRADESH_ANANTAPUR,2009,5673,2634
13,ANDHRAPRADESH_ANANTAPUR,2010,5586,2600
14,ANDHRAPRADESH_ANANTAPUR,2011,5345,2457
15,ANDHRAPRADESH_ANANTAPUR,2012,4744,2214
16,ANDHRAPRADESH_ANANTAPUR,2013,4794,2256
17,ANDHRAPRADESH_ANANTAPUR,2014,5266,2448
18,ANDHRAPRADESH_ANANTAPUR,2015,5038,2269
19,ANDHRAPRADESH_ANANTAPUR,2016,5068,2531
20,ANDHRAPRADESH_ANANTAPUR,2017,5122,2446
21,ANDHRAPRADESH_ANANTAPUR,2018,5090,2761
22,ANDHRAPRADESH_CHITTOOR,2001,2106,1010
23,ANDHRAPRADESH_CHITTOOR,2002,4630,2104
24,ANDHRAPRADESH_CHITTOOR,2003,4487,2054
25,ANDHRAPRADESH_CHITTOOR,2004,4432,1925
26,ANDHRAPRADESH_CHITTOOR,2005,4032,1692
27,ANDHRAPRADESH_CHITTOOR,2006,4077,1628
28,ANDHRAPRADESH_CHITTOOR,2007,4588,1994
29,ANDHRAPRADESH_CHITTOOR,2008,5090,2134
30,ANDHRAPRADESH_CHITTOOR,2009,4863,2181
31,ANDHRAPRADESH_CHITTOOR,2010,4987,2334
32,ANDHRAPRADESH_CHITTOOR,2011,4758,2230
33,ANDHRAPRADESH_CHITTOOR,2012,4555,2283
34,ANDHRAPRADESH_CHITTOOR,2013,4317,2187
35,ANDHRAPRADESH_CHITTOOR,2014,4634,2335
36,ANDHRAPRADESH_CHITTOOR,2015,4562,2356
37,ANDHRAPRADESH_CHITTOOR,2016,4674,2526
38,ANDHRAPRADESH_CHITTOOR,2017,4278,2409
39,ANDHRAPRADESH_CHITTOOR,2018,4989,2660
40,ANDHRAPRADESH_EASTGODAVARI,2003,4284,1816
41,ANDHRAPRADESH_EASTGODAVARI,2004,6253,2173
42,ANDHRAPRADESH_EASTGODAVARI,2005,7346,2576
43,ANDHRAPRADESH_EASTGODAVARI,2006,6835,2649
44,ANDHRAPRADESH_EASTGODAVARI,2007,7198,3178
45,ANDHRAPRADESH_EASTGODAVARI,2010,13708,5666
46,ANDHRAPRADESH_EASTGODAVARI,2011,13849,5952
47,ANDHRAPRADESH_EASTGODAVARI,2012,13372,6100
48,ANDHRAPRADESH_EASTGODAVARI,2013,12399,5636
49,ANDHRAPRADESH_EASTGODAVARI,2014,12671,5994
50,ANDHRAPRADESH_EASTGODAVARI,2015,11892,5791
51,ANDHRAPRADESH_EASTGODAVARI,2016,11907,6066
52,ANDHRAPRADESH_EASTGODAVARI,2017,11851,6551
53,ANDHRAPRADESH_EASTGODAVARI,2018,10589,5708
54,ANDHRAPRADESH_GUNTUR,2002,1707,606
55,ANDHRAPRADESH_GUNTUR,2003,7119,3027
56,ANDHRAPRADESH_GUNTUR,2004,7004,2768
57,ANDHRAPRADESH_GUNTUR,2005,7619,2981
58,ANDHRAPRADESH_GUNTUR,2006,7640,3377
59,ANDHRAPRADESH_GUNTUR,2007,6939,3248
60,ANDHRAPRADESH_GUNTUR,2008,6993,3278
61,ANDHRAPRADESH_GUNTUR,2009,7684,3376
62,ANDHRAPRADESH_GUNTUR,2010,8051,3523
63,ANDHRAPRADESH_GUNTUR,2011,7584,3426
64,ANDHRAPRADESH_GUNTUR,2012,7303,3370
65,ANDHRAPRADESH_GUNTUR,2013,6612,3204
66,ANDHRAPRADESH_GUNTUR,2014,7084,3389
67,ANDHRAPRADESH_GUNTUR,2015,6454,3013
68,ANDHRAPRADESH_GUNTUR,2016,6578,3166
69,ANDHRAPRADESH_GUNTUR,2017,6754,3296
70,ANDHRAPRADESH_GUNTUR,2018,6417,3095
77,ANDHRAPRADESH_KRISHNA,2003,4004,1789
78,ANDHRAPRADESH_KRISHNA,2004,5127,2075
79,ANDHRAPRADESH_KRISHNA,2005,5858,2327
80,ANDHRAPRADESH_KRISHNA,2006,5846,2253
81,ANDHRAPRADESH_KRISHNA,2007,5862,2555
82,ANDHRAPRADESH_KRISHNA,2008,5965,2685
83,ANDHRAPRADESH_KRISHNA,2009,5876,2574
84,ANDHRAPRADESH_KRISHNA,2010,5792,2575
85,ANDHRAPRADESH_KRISHNA,2011,5624,2617
86,ANDHRAPRADESH_KRISHNA,2012,5138,2468
87,ANDHRAPRADESH_KRISHNA,2013,4661,2142
88,ANDHRAPRADESH_KRISHNA,2014,5056,2420
89,ANDHRAPRADESH_KRISHNA,2015,4528,2161
90,ANDHRAPRADESH_KRISHNA,2016,5255,2405
91,ANDHRAPRADESH_KRISHNA,2017,5047,2392
92,ANDHRAPRADESH_KRISHNA,2018,5624,2827
93,ANDHRAPRADESH_KURNOOL,2003,4431,2038
94,ANDHRAPRADESH_KURNOOL,2004,5372,2148
95,ANDHRAPRADESH_KURNOOL,2005,6248,2095
96,ANDHRAPRADESH_KURNOOL,2006,5963,2105
97,ANDHRAPRADESH_KURNOOL,2007,5936,2050
98,ANDHRAPRADESH_KURNOOL,2008,6195,2117
99,ANDHRAPRADESH_KURNOOL,2009,5674,2042
100,ANDHRAPRADESH_KURNOOL,2010,5774,2197
101,ANDHRAPRADESH_KURNOOL,2011,5576,2159
102,ANDHRAPRADESH_KURNOOL,2012,5440,2170
103,ANDHRAPRADESH_KURNOOL,2013,5530,2161
104,ANDHRAPRADESH_KURNOOL,2014,5779,2238
105,ANDHRAPRADESH_KURNOOL,2015,5849,2339
106,ANDHRAPRADESH_KURNOOL,2016,5789,2378
107,ANDHRAPRADESH_KURNOOL,2017,5767,2435
108,ANDHRAPRADESH_KURNOOL,2018,6566,2785
109,ANDHRAPRADESH_PRAKASAM,2002,863,287
110,ANDHRAPRADESH_PRAKASAM,2003,4982,2086
111,ANDHRAPRADESH_PRAKASAM,2004,3940,1717
112,ANDHRAPRADESH_PRAKASAM,2005,4251,1637
113,ANDHRAPRADESH_PRAKASAM,2006,4088,1631
114,ANDHRAPRADESH_PRAKASAM,2007,3978,1922
115,ANDHRAPRADESH_PRAKASAM,2008,4062,1916
116,ANDHRAPRADESH_PRAKASAM,2009,4186,2017
117,ANDHRAPRADESH_PRAKASAM,2010,4509,2088
118,ANDHRAPRADESH_PRAKASAM,2011,4261,2106
119,ANDHRAPRADESH_PRAKASAM,2012,4222,2000
120,ANDHRAPRADESH_PRAKASAM,2013,4451,1916
121,ANDHRAPRADESH_PRAKASAM,2014,4228,1862
122,ANDHRAPRADESH_PRAKASAM,2015,4166,1896
123,ANDHRAPRADESH_PRAKASAM,2016,4479,1907
124,ANDHRAPRADESH_PRAKASAM,2017,3993,1750
125,ANDHRAPRADESH_PRAKASAM,2018,3731,1780
126,ANDHRAPRADESH_SRIKAKULAM,2001,685,296
127,ANDHRAPRADESH_SRIKAKULAM,2002,4329,1903
128,ANDHRAPRADESH_SRIKAKULAM,2003,5027,2030
129,ANDHRAPRADESH_SRIKAKULAM,2004,4377,1735
130,ANDHRAPRADESH_SRIKAKULAM,2005,3881,1578
131,ANDHRAPRADESH_SRIKAKULAM,2006,4066,1629
132,ANDHRAPRADESH_SRIKAKULAM,2007,4063,1773
133,ANDHRAPRADESH_SRIKAKULAM,2008,4110,1711
134,ANDHRAPRADESH_SRIKAKULAM,2009,4358,1725
135,ANDHRAPRADESH_SRIKAKULAM,2010,4215,1563
136,ANDHRAPRADESH_SRIKAKULAM,2011,3974,1581
137,ANDHRAPRADESH_SRIKAKULAM,2012,3698,1675
138,ANDHRAPRADESH_SRIKAKULAM,2013,3258,1556
139,ANDHRAPRADESH_SRIKAKULAM,2014,3523,1630
140,ANDHRAPRADESH_SRIKAKULAM,2015,3234,1471
141,ANDHRAPRADESH_SRIKAKULAM,2016,3368,1679
142,ANDHRAPRADESH_SRIKAKULAM,2017,2987,1528
143,ANDHRAPRADESH_SRIKAKULAM,2018,3221,1696
144,ANDHRAPRADESH_SRIPOTTISRIRAMULUNELLORE,2003,3030,995
145,ANDHRAPRADESH_SRIPOTTISRIRAMULUNELLORE,2004,3797,1530
146,ANDHRAPRADESH_SRIPOTTISRIRAMULUNELLORE,2005,3401,1461
147,ANDHRAPRADESH_SRIPOTTISRIRAMULUNELLORE,2006,3834,1488
148,ANDHRAPRADESH_SRIPOTTISRIRAMULUNELLORE,2007,4113,1810
149,ANDHRAPRADESH_SRIPOTTISRIRAMULUNELLORE,2008,4394,1887
150,ANDHRAPRADESH_SRIPOTTISRIRAMULUNELLORE,2009,4210,1839
151,ANDHRAPRADESH_SRIPOTTISRIRAMULUNELLORE,2010,3997,1767
152,ANDHRAPRADESH_SRIPOTTISRIRAMULUNELLORE,2011,3904,1733
153,ANDHRAPRADESH_SRIPOTTISRIRAMULUNELLORE,2012,3462,1560
154,ANDHRAPRADESH_SRIPOTTISRIRAMULUNELLORE,2013,3228,1470
155,ANDHRAPRADESH_SRIPOTTISRIRAMULUNELLORE,2014,3151,1422
156,ANDHRAPRADESH_SRIPOTTISRIRAMULUNELLORE,2015,2796,1286
157,ANDHRAPRADESH_SRIPOTTISRIRAMULUNELLORE,2016,3174,1659
158,ANDHRAPRADESH_SRIPOTTISRIRAMULUNELLORE,2017,3670,1854
159,ANDHRAPRADESH_SRIPOTTISRIRAMULUNELLORE,2018,3565,2099
160,ANDHRAPRADESH_VISAKHAPATNAM,2003,3799,1681
161,ANDHRAPRADESH_VISAKHAPATNAM,2004,5386,2414
162,ANDHRAPRADESH_VISAKHAPATNAM,2005,5183,2193
163,ANDHRAPRADESH_VISAKHAPATNAM,2006,5377,2250
164,ANDHRAPRADESH_VISAKHAPATNAM,2007,5465,2561
165,ANDHRAPRADESH_VISAKHAPATNAM,2008,5678,2521
166,ANDHRAPRADESH_VISAKHAPATNAM,2009,5706,2597
167,ANDHRAPRADESH_VISAKHAPATNAM,2010,5824,2547
168,ANDHRAPRADESH_VISAKHAPATNAM,2011,5829,2696
169,ANDHRAPRADESH_VISAKHAPATNAM,2012,5885,2795
170,ANDHRAPRADESH_VISAKHAPATNAM,2013,5562,2767
171,ANDHRAPRADESH_VISAKHAPATNAM,2014,6043,2972
172,ANDHRAPRADESH_VISAKHAPATNAM,2015,6081,2979
173,ANDHRAPRADESH_VISAKHAPATNAM,2016,6015,2964
174,ANDHRAPRADESH_VISAKHAPATNAM,2017,5549,2851
175,ANDHRAPRADESH_VISAKHAPATNAM,2018,7373,3772
176,ANDHRAPRADESH_VIZIANAGARAM,2001,3860,2136
177,ANDHRAPRADESH_VIZIANAGARAM,2002,5291,2359
178,ANDHRAPRADESH_VIZIANAGARAM,2003,4076,1739
179,ANDHRAPRADESH_VIZIANAGARAM,2004,3976,1690
180,ANDHRAPRADESH_VIZIANAGARAM,2005,3975,1788
181,ANDHRAPRADESH_VIZIANAGARAM,2006,3447,1590
182,ANDHRAPRADESH_VIZIANAGARAM,2007,3495,1687
183,ANDHRAPRADESH_VIZIANAGARAM,2008,3804,1700
184,ANDHRAPRADESH_VIZIANAGARAM,2009,3888,1768
185,ANDHRAPRADESH_VIZIANAGARAM,2010,3760,1778
186,ANDHRAPRADESH_VIZIANAGARAM,2011,3823,1764
187,ANDHRAPRADESH_VIZIANAGARAM,2012,3678,1698
188,ANDHRAPRADESH_VIZIANAGARAM,2013,3620,1492
189,ANDHRAPRADESH_VIZIANAGARAM,2014,3734,1630
190,ANDHRAPRADESH_VIZIANAGARAM,2015,3815,1624
191,ANDHRAPRADESH_VIZIANAGARAM,2016,3733,1649
192,ANDHRAPRADESH_VIZIANAGARAM,2017,3531,1578
193,ANDHRAPRADESH_VIZIANAGARAM,2018,3795,2017
287,ARUNACHALPRADESH_PAPUMPARE,2006,702,186
288,ARUNACHALPRADESH_PAPUMPARE,2007,786,168
289,ARUNACHALPRADESH_PAPUMPARE,2010,691,146
290,ARUNACHALPRADESH_PAPUMPARE,2011,589,148
291,ARUNACHALPRADESH_PAPUMPARE,2012,662,166
292,ARUNACHALPRADESH_PAPUMPARE,2013,729,203
293,ARUNACHALPRADESH_PAPUMPARE,2014,892,210
294,ARUNACHALPRADESH_PAPUMPARE,2015,927,190
376,ASSAM_BONGAIGAON,2004,924,354
377,ASSAM_BONGAIGAON,2005,942,359
378,ASSAM_BONGAIGAON,2006,990,446
379,ASSAM_BONGAIGAON,2007,1115,539
380,ASSAM_BONGAIGAON,2008,1172,526
381,ASSAM_BONGAIGAON,2009,1246,558
382,ASSAM_BONGAIGAON,2010,1209,610
383,ASSAM_BONGAIGAON,2011,1167,565
384,ASSAM_BONGAIGAON,2012,1009,573
385,ASSAM_BONGAIGAON,2013,829,457
386,ASSAM_BONGAIGAON,2014,595,330
387,ASSAM_BONGAIGAON,2015,599,304
388,ASSAM_BONGAIGAON,2016,639,327
389,ASSAM_BONGAIGAON,2017,634,367
390,ASSAM_BONGAIGAON,2018,692,429
391,ASSAM_CACHAR,2003,777,346
392,ASSAM_CACHAR,2004,1122,393
393,ASSAM_CACHAR,2005,1221,456
394,ASSAM_CACHAR,2006,1336,483
395,ASSAM_CACHAR,2007,1961,746
396,ASSAM_CACHAR,2008,2466,840
397,ASSAM_CACHAR,2009,2822,1028
398,ASSAM_CACHAR,2010,2693,998
399,ASSAM_CACHAR,2011,2578,880
400,ASSAM_CACHAR,2012,2281,846
401,ASSAM_CACHAR,2013,2269,934
402,ASSAM_CACHAR,2014,2612,959
403,ASSAM_CACHAR,2015,2411,893
404,ASSAM_CACHAR,2016,2196,782
405,ASSAM_CACHAR,2017,2633,946
406,ASSAM_CACHAR,2018,2940,965
413,ASSAM_DARRANG,2004,1518,521
414,ASSAM_DARRANG,2005,1542,619
415,ASSAM_DARRANG,2006,1778,706
416,ASSAM_DARRANG,2007,2009,873
417,ASSAM_DARRANG,2008,2051,896
418,ASSAM_DARRANG,2009,2062,890
419,ASSAM_DARRANG,2010,2011,879
420,ASSAM_DARRANG,2011,1320,564
421,ASSAM_DARRANG,2012,650,289
422,ASSAM_DARRANG,2013,687,314
423,ASSAM_DARRANG,2014,720,329
424,ASSAM_DARRANG,2015,635,277
425,ASSAM_DARRANG,2016,600,261
426,ASSAM_DARRANG,2017,693,288
427,ASSAM_DARRANG,2018,668,332
428,ASSAM_DHEMAJI,2004,445,251
429,ASSAM_DHEMAJI,2005,525,286
430,ASSAM_DHEMAJI,2006,560,308
431,ASSAM_DHEMAJI,2007,718,359
432,ASSAM_DHEMAJI,2008,794,385
433,ASSAM_DHEMAJI,2009,817,409
434,ASSAM_DHEMAJI,2010,849,406
435,ASSAM_DHEMAJI,2011,690,373
436,ASSAM_DHEMAJI,2012,756,399
437,ASSAM_DHEMAJI,2013,753,389
438,ASSAM_DHEMAJI,2014,740,377
439,ASSAM_DHEMAJI,2015,664,365
440,ASSAM_DHEMAJI,2016,656,365
441,ASSAM_DHEMAJI,2017,833,399
442,ASSAM_DHEMAJI,2018,663,287
458,ASSAM_DIBRUGARH,2001,1629,724
459,ASSAM_DIBRUGARH,2002,1749,778
460,ASSAM_DIBRUGARH,2003,1859,870
461,ASSAM_DIBRUGARH,2004,1981,781
462,ASSAM_DIBRUGARH,2005,2088,821
463,ASSAM_DIBRUGARH,2006,2159,876
464,ASSAM_DIBRUGARH,2007,2380,1017
465,ASSAM_DIBRUGARH,2008,2440,937
466,ASSAM_DIBRUGARH,2009,2405,970
467,ASSAM_DIBRUGARH,2010,2435,902
468,ASSAM_DIBRUGARH,2011,2373,876
469,ASSAM_DIBRUGARH,2012,2509,1083
470,ASSAM_DIBRUGARH,2013,2687,1106
471,ASSAM_DIBRUGARH,2014,2927,1186
472,ASSAM_DIBRUGARH,2015,2866,1125
473,ASSAM_DIBRUGARH,2016,2512,991
474,ASSAM_DIBRUGARH,2017,2886,1156
475,ASSAM_DIBRUGARH,2018,3541,1067
496,ASSAM_GOLAGHAT,2004,715,231
497,ASSAM_GOLAGHAT,2005,936,354
498,ASSAM_GOLAGHAT,2006,1032,532
499,ASSAM_GOLAGHAT,2007,356,162
500,ASSAM_GOLAGHAT,2008,1449,652
501,ASSAM_GOLAGHAT,2009,1330,602
502,ASSAM_GOLAGHAT,2010,1443,620
503,ASSAM_GOLAGHAT,2011,1368,513
504,ASSAM_GOLAGHAT,2012,1291,465
505,ASSAM_GOLAGHAT,2013,1491,625
506,ASSAM_GOLAGHAT,2014,1631,673
507,ASSAM_GOLAGHAT,2015,1648,560
508,ASSAM_GOLAGHAT,2016,1727,592
509,ASSAM_GOLAGHAT,2017,1625,564
510,ASSAM_GOLAGHAT,2018,1730,539
511,ASSAM_HAILAKANDI,2004,372,132
512,ASSAM_HAILAKANDI,2005,511,221
513,ASSAM_HAILAKANDI,2006,504,248
514,ASSAM_HAILAKANDI,2007,590,306
515,ASSAM_HAILAKANDI,2008,598,312
516,ASSAM_HAILAKANDI,2009,692,336
517,ASSAM_HAILAKANDI,2010,687,303
518,ASSAM_HAILAKANDI,2011,571,247
519,ASSAM_HAILAKANDI,2012,505,194
520,ASSAM_HAILAKANDI,2013,477,226
521,ASSAM_HAILAKANDI,2014,553,213
522,ASSAM_HAILAKANDI,2015,569,232
523,ASSAM_HAILAKANDI,2016,475,173
524,ASSAM_HAILAKANDI,2017,604,237
525,ASSAM_HAILAKANDI,2018,522,226
526,ASSAM_JORHAT,2003,766,410
527,ASSAM_JORHAT,2004,1225,495
528,ASSAM_JORHAT,2005,1010,404
529,ASSAM_JORHAT,2006,1175,525
530,ASSAM_JORHAT,2007,1333,632
531,ASSAM_JORHAT,2008,1427,740
532,ASSAM_JORHAT,2009,1481,693
533,ASSAM_JORHAT,2010,1548,668
534,ASSAM_JORHAT,2011,1491,592
535,ASSAM_JORHAT,2012,1444,616
536,ASSAM_JORHAT,2013,1299,529
537,ASSAM_JORHAT,2014,1299,544
538,ASSAM_JORHAT,2015,1218,473
539,ASSAM_JORHAT,2016,1261,464
540,ASSAM_JORHAT,2017,1207,405
541,ASSAM_JORHAT,2018,1337,473
542,ASSAM_KAMRUP,2003,1423,656
543,ASSAM_KAMRUP,2004,2916,921
544,ASSAM_KAMRUP,2005,2925,1110
545,ASSAM_KAMRUP,2006,3132,1263
546,ASSAM_KAMRUP,2007,3625,1353
547,ASSAM_KAMRUP,2008,3789,1428
548,ASSAM_KAMRUP,2009,3972,1507
549,ASSAM_KAMRUP,2010,4016,1440
550,ASSAM_KAMRUP,2011,3991,1450
551,ASSAM_KAMRUP,2012,3564,1342
552,ASSAM_KAMRUP,2013,3456,1196
553,ASSAM_KAMRUP,2014,3306,1264
554,ASSAM_KAMRUP,2015,3174,1167
555,ASSAM_KAMRUP,2016,2637,886
556,ASSAM_KAMRUP,2017,2501,1047
557,ASSAM_KAMRUP,2018,4089,1401
571,ASSAM_KARIMGANJ,2004,848,293
572,ASSAM_KARIMGANJ,2005,882,310
573,ASSAM_KARIMGANJ,2006,933,390
574,ASSAM_KARIMGANJ,2007,1076,469
575,ASSAM_KARIMGANJ,2008,1024,447
576,ASSAM_KARIMGANJ,2009,1294,509
577,ASSAM_KARIMGANJ,2010,1190,430
578,ASSAM_KARIMGANJ,2011,1086,405
579,ASSAM_KARIMGANJ,2012,974,382
580,ASSAM_KARIMGANJ,2013,978,419
581,ASSAM_KARIMGANJ,2014,1015,475
582,ASSAM_KARIMGANJ,2015,1065,429
583,ASSAM_KARIMGANJ,2016,994,415
584,ASSAM_KARIMGANJ,2017,866,331
585,ASSAM_KARIMGANJ,2018,663,303
601,ASSAM_LAKHIMPUR,2003,1050,444
602,ASSAM_LAKHIMPUR,2004,1128,431
603,ASSAM_LAKHIMPUR,2005,1035,421
604,ASSAM_LAKHIMPUR,2006,1077,459
605,ASSAM_LAKHIMPUR,2007,1136,633
606,ASSAM_LAKHIMPUR,2008,1185,599
607,ASSAM_LAKHIMPUR,2009,1048,528
608,ASSAM_LAKHIMPUR,2010,1024,503
609,ASSAM_LAKHIMPUR,2011,901,493
610,ASSAM_LAKHIMPUR,2012,997,509
611,ASSAM_LAKHIMPUR,2013,998,507
612,ASSAM_LAKHIMPUR,2014,1009,512
613,ASSAM_LAKHIMPUR,2015,1068,474
614,ASSAM_LAKHIMPUR,2016,983,440
615,ASSAM_LAKHIMPUR,2017,1018,383
616,ASSAM_LAKHIMPUR,2018,946,418
621,ASSAM_NAGAON,2004,1477,739
622,ASSAM_NAGAON,2005,1831,843
623,ASSAM_NAGAON,2006,2514,1180
624,ASSAM_NAGAON,2007,2901,1459
625,ASSAM_NAGAON,2008,2961,1410
626,ASSAM_NAGAON,2009,3070,1412
627,ASSAM_NAGAON,2010,2952,1278
628,ASSAM_NAGAON,2011,2619,1219
629,ASSAM_NAGAON,2012,2477,1076
630,ASSAM_NAGAON,2013,2173,897
631,ASSAM_NAGAON,2014,2627,1131
632,ASSAM_NAGAON,2015,2704,1180
633,ASSAM_NAGAON,2016,2800,1095
634,ASSAM_NAGAON,2017,2536,1164
635,ASSAM_NAGAON,2018,2236,969
636,ASSAM_NALBARI,2004,1103,483
637,ASSAM_NALBARI,2005,1150,554
638,ASSAM_NALBARI,2006,1225,500
639,ASSAM_NALBARI,2007,1345,609
640,ASSAM_NALBARI,2008,1381,629
641,ASSAM_NALBARI,2009,1299,564
642,ASSAM_NALBARI,2010,1429,636
643,ASSAM_NALBARI,2011,1279,571
644,ASSAM_NALBARI,2012,1192,535
645,ASSAM_NALBARI,2013,828,419
646,ASSAM_NALBARI,2014,670,376
647,ASSAM_NALBARI,2015,697,365
648,ASSAM_NALBARI,2016,696,385
649,ASSAM_NALBARI,2017,853,490
650,ASSAM_NALBARI,2018,654,360
651,ASSAM_SIVASAGAR,2004,540,194
652,ASSAM_SIVASAGAR,2005,844,372
653,ASSAM_SIVASAGAR,2006,1218,494
654,ASSAM_SIVASAGAR,2007,1647,644
655,ASSAM_SONITPUR,2003,1886,698
656,ASSAM_SONITPUR,2004,2492,868
657,ASSAM_SONITPUR,2005,2562,1028
658,ASSAM_SONITPUR,2006,2631,1135
659,ASSAM_SONITPUR,2007,2924,1344
660,ASSAM_SONITPUR,2008,3107,1528
661,ASSAM_SONITPUR,2009,3255,1565
662,ASSAM_SONITPUR,2010,3089,1548
663,ASSAM_SONITPUR,2011,2981,1450
664,ASSAM_SONITPUR,2012,3032,1477
665,ASSAM_SONITPUR,2013,2928,1342
666,ASSAM_SONITPUR,2014,3365,1629
667,ASSAM_SONITPUR,2015,3191,1501
668,ASSAM_SONITPUR,2016,2886,1458
669,ASSAM_SONITPUR,2017,3078,1681
670,ASSAM_SONITPUR,2018,2842,1590
671,ASSAM_TINSUKIA,2004,956,431
672,ASSAM_TINSUKIA,2005,1398,665
673,ASSAM_TINSUKIA,2006,1779,823
674,ASSAM_TINSUKIA,2007,2052,935
675,ASSAM_TINSUKIA,2008,2224,1023
676,ASSAM_TINSUKIA,2009,2414,1110
677,ASSAM_TINSUKIA,2010,2337,1102
678,ASSAM_TINSUKIA,2011,2408,1035
679,ASSAM_TINSUKIA,2012,2390,1116
680,ASSAM_TINSUKIA,2013,2627,1152
681,ASSAM_TINSUKIA,2014,2772,1253
682,ASSAM_TINSUKIA,2015,2804,1144
683,ASSAM_TINSUKIA,2016,2658,1090
684,ASSAM_TINSUKIA,2017,2722,1138
685,ASSAM_TINSUKIA,2018,2438,1336
1034,BIHAR_PATNA,2001,3450,1512
1035,BIHAR_PATNA,2002,4010,1820
1036,BIHAR_PATNA,2003,4175,1830
1037,BIHAR_PATNA,2004,5311,1895
1038,BIHAR_PATNA,2005,5478,1796
1039,BIHAR_PATNA,2006,6754,2012
1040,BIHAR_PATNA,2007,7501,2697
1041,BIHAR_PATNA,2008,7285,2168
1042,BIHAR_PATNA,2009,6443,1819
1043,BIHAR_PATNA,2010,6082,1900
1044,BIHAR_PATNA,2011,5853,1606
1045,BIHAR_PATNA,2012,5602,1413
1046,BIHAR_PATNA,2013,4636,1453
1047,BIHAR_PATNA,2014,4507,1393
1048,BIHAR_PATNA,2015,4026,1282
1049,BIHAR_PATNA,2016,3015,939
1050,BIHAR_PATNA,2017,2181,981
1051,BIHAR_PATNA,2018,3578,1757
1093,BIHAR_SAMASTIPUR,2005,2350,570
1094,BIHAR_SAMASTIPUR,2006,3280,820
1095,BIHAR_SAMASTIPUR,2007,4021,1371
1096,BIHAR_SAMASTIPUR,2008,4537,1847
1097,BIHAR_SAMASTIPUR,2009,4275,1749
1098,BIHAR_SAMASTIPUR,2010,4187,1755
1099,BIHAR_SAMASTIPUR,2011,3818,1515
1100,BIHAR_SAMASTIPUR,2012,3493,1511
1101,BIHAR_SAMASTIPUR,2013,3154,1545
1102,BIHAR_SAMASTIPUR,2014,3243,1691
1103,BIHAR_SAMASTIPUR,2015,2902,1433
1104,BIHAR_SAMASTIPUR,2016,2520,1125
1105,BIHAR_SAMASTIPUR,2017,2609,1248
1106,BIHAR_SAMASTIPUR,2018,3142,1358
1205,CHANDIGARH_CHANDIGARH,2002,1244,453
1206,CHANDIGARH_CHANDIGARH,2003,1918,702
1207,CHANDIGARH_CHANDIGARH,2004,2164,722
1208,CHANDIGARH_CHANDIGARH,2005,2478,746
1209,CHANDIGARH_CHANDIGARH,2006,1746,581
1210,CHANDIGARH_CHANDIGARH,2007,1743,531
1211,CHANDIGARH_CHANDIGARH,2008,2492,837
1212,CHANDIGARH_CHANDIGARH,2009,2572,876
1213,CHANDIGARH_CHANDIGARH,2010,2764,1008
1214,CHANDIGARH_CHANDIGARH,2011,2537,893
1215,CHANDIGARH_CHANDIGARH,2012,2801,982
1216,CHANDIGARH_CHANDIGARH,2013,2879,1024
1217,CHANDIGARH_CHANDIGARH,2014,2857,1029
1218,CHANDIGARH_CHANDIGARH,2015,3143,1122
1219,CHANDIGARH_CHANDIGARH,2016,2885,1126
1220,CHANDIGARH_CHANDIGARH,2017,4849,1858
1221,CHANDIGARH_CHANDIGARH,2018,5360,1938
1259,CHHATTISGARH_BILASPUR,2002,797,306
1260,CHHATTISGARH_BILASPUR,2003,2177,867
1261,CHHATTISGARH_BILASPUR,2004,2472,1000
1262,CHHATTISGARH_BILASPUR,2005,2124,883
1263,CHHATTISGARH_BILASPUR,2006,2339,937
1264,CHHATTISGARH_BILASPUR,2007,2684,1117
1265,CHHATTISGARH_BILASPUR,2008,2693,1091
1266,CHHATTISGARH_BILASPUR,2009,2814,987
1267,CHHATTISGARH_BILASPUR,2010,2774,986
1268,CHHATTISGARH_BILASPUR,2011,2751,1106
1269,CHHATTISGARH_BILASPUR,2012,2837,1241
1270,CHHATTISGARH_BILASPUR,2013,2565,1149
1271,CHHATTISGARH_BILASPUR,2014,2589,1109
1272,CHHATTISGARH_BILASPUR,2015,2338,1074
1273,CHHATTISGARH_BILASPUR,2016,2310,1025
1274,CHHATTISGARH_BILASPUR,2017,3276,1295
1275,CHHATTISGARH_BILASPUR,2018,3339,1158
1303,CHHATTISGARH_DURG,2002,864,311
1304,CHHATTISGARH_DURG,2003,2933,941
1305,CHHATTISGARH_DURG,2004,2965,1086
1306,CHHATTISGARH_DURG,2005,3294,1190
1307,CHHATTISGARH_DURG,2006,4201,1355
1308,CHHATTISGARH_DURG,2007,4031,1379
1309,CHHATTISGARH_DURG,2008,4071,1399
1310,CHHATTISGARH_DURG,2009,3862,1351
1311,CHHATTISGARH_DURG,2010,3548,1177
1312,CHHATTISGARH_DURG,2011,3602,1001
1313,CHHATTISGARH_DURG,2012,4028,1218
