Location,Year,total_cases,smear
MIZORAM_CHAMPHAI,2007,152,44
MIZORAM_CHAMPHAI,2008,144,38
MIZORAM_CHAMPHAI,2009,163,39
MIZORAM_CHAMPHAI,2010,137,45
MIZORAM_CHAMPHAI,2011,131,26
MIZORAM_CHAMPHAI,2012,156,46
MIZORAM_CHAMPHAI,2013,132,34
MIZORAM_CHAMPHAI,2014,112,38
MIZORAM_CHAMPHAI,2015,132,40
MIZORAM_CHAMPHAI,2016,138,61
MIZORAM_CHAMPHAI,2017,193,65
MIZORAM_CHAMPHAI,2018,161,79
MIZORAM_CHAMPHAI,2019,188,47
MIZORAM_CHAMPHAI,2020,189,48
MIZORAM_CHAMPHAI,2021,190,48
MIZORAM_CHAMPHAI,2022,190,46
MIZORAM_CHAMPHAI,2023,190,46
MIZORAM_CHAMPHAI,2024,191,45
MIZORAM_CHAMPHAI,2025,192,44
MIZORAM_KOLASIB,2003,139,69
MIZORAM_KOLASIB,2004,200,80
MIZORAM_KOLASIB,2005,210,96
MIZORAM_KOLASIB,2006,164,47
MIZORAM_KOLASIB,2007,197,76
MIZORAM_KOLASIB,2008,243,71
MIZORAM_KOLASIB,2009,226,62
MIZORAM_KOLASIB,2010,176,50
MIZORAM_KOLASIB,2011,158,38
MIZORAM_KOLASIB,2012,166,46
MIZORAM_KOLASIB,2013,168,36
MIZORAM_KOLASIB,2014,173,55
MIZORAM_KOLASIB,2015,120,46
MIZORAM_KOLASIB,2016,137,63
MIZORAM_KOLASIB,2017,194,83
MIZORAM_KOLASIB,2018,220,114
MIZORAM_KOLASIB,2019,275,42
MIZORAM_KOLASIB,2020,267,42
MIZORAM_KOLASIB,2021,266,43
MIZORAM_KOLASIB,2022,276,42
MIZORAM_KOLASIB,2023,273,43
MIZORAM_KOLASIB,2024,279,44
MIZORAM_KOLASIB,2025,282,44
MIZORAM_LUNGLEI,2003,246,131
MIZORAM_LUNGLEI,2004,358,109
MIZORAM_LUNGLEI,2005,286,91
MIZORAM_LUNGLEI,2006,278,130
MIZORAM_LUNGLEI,2007,277,148
MIZORAM_LUNGLEI,2008,365,222
MIZORAM_LUNGLEI,2009,257,90
MIZORAM_LUNGLEI,2010,238,78
MIZORAM_LUNGLEI,2011,290,124
MIZORAM_LUNGLEI,2012,322,137
MIZORAM_LUNGLEI,2013,260,88
MIZORAM_LUNGLEI,2014,215,51
MIZORAM_LUNGLEI,2015,229,82
MIZORAM_LUNGLEI,2016,209,62
MIZORAM_LUNGLEI,2017,213,78
MIZORAM_LUNGLEI,2018,222,85
MIZORAM_LUNGLEI,2019,269,51
MIZORAM_LUNGLEI,2020,278,51
MIZORAM_LUNGLEI,2021,309,63
MIZORAM_LUNGLEI,2022,355,77
MIZORAM_LUNGLEI,2023,413,95
MIZORAM_LUNGLEI,2024,473,112
MIZORAM_LUNGLEI,2025,536,130
NAGALAND_DIMAPUR,2004,21,11
NAGALAND_DIMAPUR,2005,745,221
NAGALAND_DIMAPUR,2006,735,252
NAGALAND_DIMAPUR,2007,951,305
NAGALAND_DIMAPUR,2008,695,282
NAGALAND_DIMAPUR,2009,937,317
NAGALAND_DIMAPUR,2010,1002,328
NAGALAND_DIMAPUR,2011,989,309
NAGALAND_DIMAPUR,2012,921,330
NAGALAND_DIMAPUR,2013,916,308
NAGALAND_DIMAPUR,2014,1042,401
NAGALAND_DIMAPUR,2015,1006,403
NAGALAND_DIMAPUR,2016,912,342
NAGALAND_DIMAPUR,2017,928,301
NAGALAND_DIMAPUR,2018,1281,515
NAGALAND_DIMAPUR,2019,991,299
NAGALAND_DIMAPUR,2020,1004,309
NAGALAND_DIMAPUR,2021,1004,303
NAGALAND_DIMAPUR,2022,1016,307
NAGALAND_DIMAPUR,2023,1026,308
NAGALAND_DIMAPUR,2024,1034,308
NAGALAND_DIMAPUR,2025,1044,310
NAGALAND_WOKHA,2002,7,7
NAGALAND_WOKHA,2003,114,54
NAGALAND_WOKHA,2004,104,49
NAGALAND_WOKHA,2005,120,57
NAGALAND_WOKHA,2006,118,75
NAGALAND_WOKHA,2007,129,87
NAGALAND_WOKHA,2008,132,80
NAGALAND_WOKHA,2009,192,129
NAGALAND_WOKHA,2010,178,115
NAGALAND_WOKHA,2011,157,108
NAGALAND_WOKHA,2012,135,85
NAGALAND_WOKHA,2013,131,69
NAGALAND_WOKHA,2014,131,71
NAGALAND_WOKHA,2015,150,91
NAGALAND_WOKHA,2016,122,69
NAGALAND_WOKHA,2017,119,63
NAGALAND_WOKHA,2018,110,56
NAGALAND_WOKHA,2019,167,36
NAGALAND_WOKHA,2020,184,36
NAGALAND_WOKHA,2021,182,33
NAGALAND_WOKHA,2022,193,34
NAGALAND_WOKHA,2023,198,32
NAGALAND_WOKHA,2024,204,32
NAGALAND_WOKHA,2025,211,32
ODISHA_CUTTACK,2003,403,161
ODISHA_CUTTACK,2004,1801,776
ODISHA_CUTTACK,2005,1879,747
ODISHA_CUTTACK,2006,1773,716
ODISHA_CUTTACK,2007,2047,722
ODISHA_CUTTACK,2008,2124,786
ODISHA_CUTTACK,2009,1998,757
ODISHA_CUTTACK,2010,1786,649
ODISHA_CUTTACK,2011,1710,632
ODISHA_CUTTACK,2012,1712,630
ODISHA_CUTTACK,2013,1484,535
ODISHA_CUTTACK,2014,1672,550
ODISHA_CUTTACK,2015,1674,522
ODISHA_CUTTACK,2016,1673,585
ODISHA_CUTTACK,2017,2638,1064
ODISHA_CUTTACK,2018,4018,1871
ODISHA_CUTTACK,2019,1648,661
ODISHA_CUTTACK,2020,1649,660
ODISHA_CUTTACK,2021,1644,657
ODISHA_CUTTACK,2022,1630,651
ODISHA_CUTTACK,2023,1618,645
ODISHA_CUTTACK,2024,1616,642
ODISHA_CUTTACK,2025,1611,638
ODISHA_GANJAM,2004,4308,1917
ODISHA_GANJAM,2005,5157,2160
ODISHA_GANJAM,2006,4977,1964
ODISHA_GANJAM,2007,5376,2014
ODISHA_GANJAM,2008,5483,1907
ODISHA_GANJAM,2009,5610,2015
ODISHA_GANJAM,2010,5221,1879
ODISHA_GANJAM,2011,5427,1902
ODISHA_GANJAM,2012,5330,1871
ODISHA_GANJAM,2013,4471,1703
ODISHA_GANJAM,2014,4701,1713
ODISHA_GANJAM,2015,4656,1664
ODISHA_GANJAM,2016,4567,1685
ODISHA_GANJAM,2017,6184,2598
ODISHA_GANJAM,2018,4437,1778
ODISHA_GANJAM,2019,5055,1850
ODISHA_GANJAM,2020,5059,1851
ODISHA_GANJAM,2021,5050,1851
ODISHA_GANJAM,2022,5057,1852
ODISHA_GANJAM,2023,5052,1853
ODISHA_GANJAM,2024,5052,1854
ODISHA_GANJAM,2025,5045,1854
ODISHA_JHARSUGUDA,2001,778,316
ODISHA_JHARSUGUDA,2002,706,288
ODISHA_JHARSUGUDA,2003,782,329
ODISHA_JHARSUGUDA,2004,689,279
ODISHA_JHARSUGUDA,2005,737,288
ODISHA_JHARSUGUDA,2006,874,336
ODISHA_JHARSUGUDA,2007,939,393
ODISHA_JHARSUGUDA,2008,845,396
ODISHA_JHARSUGUDA,2009,906,419
ODISHA_JHARSUGUDA,2010,916,405
ODISHA_JHARSUGUDA,2011,803,333
ODISHA_JHARSUGUDA,2012,797,381
ODISHA_JHARSUGUDA,2013,806,375
ODISHA_JHARSUGUDA,2014,727,342
ODISHA_JHARSUGUDA,2015,763,357
ODISHA_JHARSUGUDA,2016,789,373
ODISHA_JHARSUGUDA,2017,1062,510
ODISHA_JHARSUGUDA,2018,672,347
ODISHA_JHARSUGUDA,2019,799,454
ODISHA_JHARSUGUDA,2020,737,447
ODISHA_JHARSUGUDA,2021,725,452
ODISHA_JHARSUGUDA,2022,692,451
ODISHA_JHARSUGUDA,2023,674,452
ODISHA_JHARSUGUDA,2024,661,453
ODISHA_JHARSUGUDA,2025,652,454
ODISHA_KHORDHA,2004,1356,657
ODISHA_KHORDHA,2005,1956,748
ODISHA_KHORDHA,2006,1719,612
ODISHA_KHORDHA,2007,1897,722
ODISHA_KHORDHA,2008,1223,469
ODISHA_KHORDHA,2009,1237,492
ODISHA_KHORDHA,2010,1131,444
ODISHA_KHORDHA,2011,1095,450
ODISHA_KHORDHA,2012,1123,451
ODISHA_KHORDHA,2013,1013,437
ODISHA_KHORDHA,2014,1069,443
ODISHA_KHORDHA,2015,1038,440
ODISHA_KHORDHA,2016,990,467
ODISHA_KHORDHA,2017,1387,651
ODISHA_KHORDHA,2018,771,390
ODISHA_KHORDHA,2019,1169,473
ODISHA_KHORDHA,2020,1199,478
ODISHA_KHORDHA,2021,1204,478
ODISHA_KHORDHA,2022,1203,474
ODISHA_KHORDHA,2023,1201,471
ODISHA_KHORDHA,2024,1203,471
ODISHA_KHORDHA,2025,1202,469
ODISHA_PURI,2003,485,205
ODISHA_PURI,2004,1298,426
ODISHA_PURI,2005,1244,422
ODISHA_PURI,2006,1259,499
ODISHA_PURI,2007,1222,413
ODISHA_PURI,2008,1458,477
ODISHA_PURI,2009,1497,512
ODISHA_PURI,2010,1239,451
ODISHA_PURI,2011,1214,435
ODISHA_PURI,2012,1209,485
ODISHA_PURI,2013,1128,465
ODISHA_PURI,2014,1049,413
ODISHA_PURI,2015,1045,442
ODISHA_PURI,2016,973,422
ODISHA_PURI,2017,1300,557
ODISHA_PURI,2018,861,445
ODISHA_PURI,2019,1155,447
ODISHA_PURI,2020,1147,457
ODISHA_PURI,2021,1159,460
ODISHA_PURI,2022,1157,464
ODISHA_PURI,2023,1156,467
ODISHA_PURI,2024,1153,469
ODISHA_PURI,2025,1151,473
ODISHA_RAYAGADA,2001,362,221
ODISHA_RAYAGADA,2002,1263,720
ODISHA_RAYAGADA,2003,1283,789
ODISHA_RAYAGADA,2004,1264,764
ODISHA_RAYAGADA,2005,1311,799
ODISHA_RAYAGADA,2006,1328,754
ODISHA_RAYAGADA,2007,1346,783
ODISHA_RAYAGADA,2008,1608,936
ODISHA_RAYAGADA,2009,1717,1026
ODISHA_RAYAGADA,2010,1637,938
ODISHA_RAYAGADA,2011,1555,824
ODISHA_RAYAGADA,2012,1569,892
ODISHA_RAYAGADA,2013,1658,934
ODISHA_RAYAGADA,2014,1482,812
ODISHA_RAYAGADA,2015,1519,849
ODISHA_RAYAGADA,2016,1580,891
ODISHA_RAYAGADA,2017,2488,1380
ODISHA_RAYAGADA,2018,1631,1001
ODISHA_RAYAGADA,2019,1562,913
ODISHA_RAYAGADA,2020,1533,909
ODISHA_RAYAGADA,2021,1535,904
ODISHA_RAYAGADA,2022,1523,905
ODISHA_RAYAGADA,2023,1516,897
ODISHA_RAYAGADA,2024,1508,899
ODISHA_RAYAGADA,2025,1504,891
ODISHA_SAMBALPUR,2001,1040,503
ODISHA_SAMBALPUR,2002,1127,458
ODISHA_SAMBALPUR,2003,1329,483
ODISHA_SAMBALPUR,2004,1227,502
ODISHA_SAMBALPUR,2005,1290,498
ODISHA_SAMBALPUR,2006,1305,529
ODISHA_SAMBALPUR,2007,1527,571
ODISHA_SAMBALPUR,2008,1480,556
ODISHA_SAMBALPUR,2009,1486,531
ODISHA_SAMBALPUR,2010,1594,565
ODISHA_SAMBALPUR,2011,1409,538
ODISHA_SAMBALPUR,2012,1400,542
ODISHA_SAMBALPUR,2013,1547,591
ODISHA_SAMBALPUR,2014,1434,607
ODISHA_SAMBALPUR,2015,1406,549
ODISHA_SAMBALPUR,2016,1516,613
ODISHA_SAMBALPUR,2017,1972,883
ODISHA_SAMBALPUR,2018,2095,659
ODISHA_SAMBALPUR,2019,1501,553
ODISHA_SAMBALPUR,2020,1477,543
ODISHA_SAMBALPUR,2021,1478,545
ODISHA_SAMBALPUR,2022,1465,540
ODISHA_SAMBALPUR,2023,1460,540
ODISHA_SAMBALPUR,2024,1452,538
ODISHA_SAMBALPUR,2025,1445,537
ODISHA_SUNDARGARH,2001,3163,1290
ODISHA_SUNDARGARH,2002,3083,1270
ODISHA_SUNDARGARH,2003,3175,1290
ODISHA_SUNDARGARH,2004,3009,1355
ODISHA_SUNDARGARH,2005,2968,1282
ODISHA_SUNDARGARH,2006,2983,1342
ODISHA_SUNDARGARH,2007,3243,1319
ODISHA_SUNDARGARH,2008,3262,1402
ODISHA_SUNDARGARH,2009,3444,1462
ODISHA_SUNDARGARH,2010,3329,1400
ODISHA_SUNDARGARH,2011,3569,1442
ODISHA_SUNDARGARH,2012,3430,1487
ODISHA_SUNDARGARH,2013,3019,1339
ODISHA_SUNDARGARH,2014,3009,1297
ODISHA_SUNDARGARH,2015,3104,1311
ODISHA_SUNDARGARH,2016,2953,1265
ODISHA_SUNDARGARH,2017,5059,2220
ODISHA_SUNDARGARH,2018,2855,1023
ODISHA_SUNDARGARH,2019,3314,1321
ODISHA_SUNDARGARH,2020,3270,1307
ODISHA_SUNDARGARH,2021,3275,1309
ODISHA_SUNDARGARH,2022,3257,1304
ODISHA_SUNDARGARH,2023,3255,1302
ODISHA_SUNDARGARH,2024,3246,1299
ODISHA_SUNDARGARH,2025,3241,1296
PUNJAB_AMRITSAR,2003,3134,1231
PUNJAB_AMRITSAR,2004,4305,1710
PUNJAB_AMRITSAR,2005,4046,1625
PUNJAB_AMRITSAR,2006,2824,1113
PUNJAB_AMRITSAR,2007,4712,1732
PUNJAB_AMRITSAR,2008,3766,1313
PUNJAB_AMRITSAR,2009,3817,1349
PUNJAB_AMRITSAR,2010,4206,1499
PUNJAB_AMRITSAR,2011,3941,1358
PUNJAB_AMRITSAR,2012,4324,1489
PUNJAB_AMRITSAR,2013,3981,1349
PUNJAB_AMRITSAR,2014,3819,1201
PUNJAB_AMRITSAR,2015,3978,1294
PUNJAB_AMRITSAR,2016,3899,1304
PUNJAB_AMRITSAR,2017,3846,1357
PUNJAB_AMRITSAR,2018,4970,1857
PUNJAB_AMRITSAR,2019,3995,1373
PUNJAB_AMRITSAR,2020,3980,1379
PUNJAB_AMRITSAR,2021,3915,1354
PUNJAB_AMRITSAR,2022,3886,1334
PUNJAB_AMRITSAR,2023,3863,1327
PUNJAB_AMRITSAR,2024,3854,1332
PUNJAB_AMRITSAR,2025,3844,1336
PUNJAB_BATHINDA,2002,27,14
PUNJAB_BATHINDA,2003,1287,402
PUNJAB_BATHINDA,2004,1446,515
PUNJAB_BATHINDA,2005,1475,545
PUNJAB_BATHINDA,2006,1738,665
PUNJAB_BATHINDA,2007,1837,733
PUNJAB_BATHINDA,2008,2046,889
PUNJAB_BATHINDA,2009,2175,872
PUNJAB_BATHINDA,2010,2147,944
PUNJAB_BATHINDA,2011,1999,799
PUNJAB_BATHINDA,2012,1982,694
PUNJAB_BATHINDA,2013,1736,648
PUNJAB_BATHINDA,2014,1752,717
PUNJAB_BATHINDA,2015,1786,691
PUNJAB_BATHINDA,2016,1875,712
PUNJAB_BATHINDA,2017,2023,945
PUNJAB_BATHINDA,2018,2230,1118
PUNJAB_BATHINDA,2019,1942,814
PUNJAB_BATHINDA,2020,1983,816
PUNJAB_BATHINDA,2021,1938,814
PUNJAB_BATHINDA,2022,1959,815
PUNJAB_BATHINDA,2023,1951,815
PUNJAB_BATHINDA,2024,1946,814
PUNJAB_BATHINDA,2025,1949,814
PUNJAB_FARIDKOT,2004,32,10
PUNJAB_FARIDKOT,2005,852,363
PUNJAB_FARIDKOT,2006,1199,439
PUNJAB_FARIDKOT,2007,1074,366
PUNJAB_FARIDKOT,2008,1130,398
PUNJAB_FARIDKOT,2009,1118,413
PUNJAB_FARIDKOT,2010,1259,445
PUNJAB_FARIDKOT,2011,1307,407
PUNJAB_FARIDKOT,2012,1316,508
PUNJAB_FARIDKOT,2013,1235,455
PUNJAB_FARIDKOT,2014,1308,423
PUNJAB_FARIDKOT,2015,1198,414
PUNJAB_FARIDKOT,2016,1231,448
PUNJAB_FARIDKOT,2017,1199,477
PUNJAB_FARIDKOT,2018,1781,731
PUNJAB_FARIDKOT,2019,1302,413
PUNJAB_FARIDKOT,2020,1306,423
PUNJAB_FARIDKOT,2021,1293,419
PUNJAB_FARIDKOT,2022,1301,421
PUNJAB_FARIDKOT,2023,1307,423
PUNJAB_FARIDKOT,2024,1310,424
PUNJAB_FARIDKOT,2025,1321,428
PUNJAB_FATEHGARHSAHIB,2003,505,210
PUNJAB_FATEHGARHSAHIB,2004,645,262
PUNJAB_FATEHGARHSAHIB,2005,525,209
PUNJAB_FATEHGARHSAHIB,2006,650,268
PUNJAB_FATEHGARHSAHIB,2007,673,252
PUNJAB_FATEHGARHSAHIB,2010,706,298
PUNJAB_FATEHGARHSAHIB,2011,800,395
PUNJAB_FATEHGARHSAHIB,2012,659,301
PUNJAB_FATEHGARHSAHIB,2013,664,289
PUNJAB_FATEHGARHSAHIB,2014,661,280
PUNJAB_FATEHGARHSAHIB,2015,643,293
PUNJAB_FATEHGARHSAHIB,2016,617,270
PUNJAB_FATEHGARHSAHIB,2017,566,276
PUNJAB_FATEHGARHSAHIB,2018,451,223
PUNJAB_FATEHGARHSAHIB,2019,623,262
PUNJAB_FATEHGARHSAHIB,2020,629,276
PUNJAB_FATEHGARHSAHIB,2021,619,268
PUNJAB_FATEHGARHSAHIB,2022,617,269
PUNJAB_FATEHGARHSAHIB,2023,618,269
PUNJAB_FATEHGARHSAHIB,2024,617,268
PUNJAB_FATEHGARHSAHIB,2025,615,267
PUNJAB_GURDASPUR,2004,27,11
PUNJAB_GURDASPUR,2005,2336,1038
PUNJAB_GURDASPUR,2006,2462,1041
PUNJAB_GURDASPUR,2007,2420,946
PUNJAB_GURDASPUR,2008,2548,1097
PUNJAB_GURDASPUR,2009,2683,1274
PUNJAB_GURDASPUR,2010,2762,1352
PUNJAB_GURDASPUR,2011,2975,1337
PUNJAB_GURDASPUR,2012,2887,1250
PUNJAB_GURDASPUR,2013,2710,1125
PUNJAB_GURDASPUR,2014,2108,939
PUNJAB_GURDASPUR,2015,2058,932
PUNJAB_GURDASPUR,2016,1620,852
PUNJAB_GURDASPUR,2017,1604,799
PUNJAB_GURDASPUR,2018,1856,1051
PUNJAB_GURDASPUR,2019,2710,1191
PUNJAB_GURDASPUR,2020,2705,1191
PUNJAB_GURDASPUR,2021,2687,1184
PUNJAB_GURDASPUR,2022,2681,1182
PUNJAB_GURDASPUR,2023,2664,1179
PUNJAB_GURDASPUR,2024,2662,1176
PUNJAB_GURDASPUR,2025,2646,1173
PUNJAB_HOSHIARPUR,2003,1497,563
PUNJAB_HOSHIARPUR,2004,1547,713
PUNJAB_HOSHIARPUR,2005,1608,719
PUNJAB_HOSHIARPUR,2006,2008,860
PUNJAB_HOSHIARPUR,2007,2162,876
PUNJAB_HOSHIARPUR,2008,2070,862
PUNJAB_HOSHIARPUR,2009,2075,906
PUNJAB_HOSHIARPUR,2010,1945,828
PUNJAB_HOSHIARPUR,2011,1797,736
PUNJAB_HOSHIARPUR,2012,1783,780
PUNJAB_HOSHIARPUR,2013,1749,652
PUNJAB_HOSHIARPUR,2014,1676,725
PUNJAB_HOSHIARPUR,2015,1647,688
PUNJAB_HOSHIARPUR,2016,1751,746
PUNJAB_HOSHIARPUR,2017,1710,868
PUNJAB_HOSHIARPUR,2018,2127,1094
PUNJAB_HOSHIARPUR,2019,1762,688
PUNJAB_HOSHIARPUR,2020,1743,691
PUNJAB_HOSHIARPUR,2021,1742,688
PUNJAB_HOSHIARPUR,2022,1731,687
PUNJAB_HOSHIARPUR,2023,1734,687
PUNJAB_HOSHIARPUR,2024,1731,686
PUNJAB_HOSHIARPUR,2025,1731,686
PUNJAB_JALANDHAR,2004,31,15
PUNJAB_JALANDHAR,2005,1964,779
PUNJAB_JALANDHAR,2006,2528,1024
PUNJAB_JALANDHAR,2007,2819,1039
PUNJAB_JALANDHAR,2008,3074,1173
PUNJAB_JALANDHAR,2009,3137,1321
PUNJAB_JALANDHAR,2010,3436,1319
PUNJAB_JALANDHAR,2011,3366,1290
PUNJAB_JALANDHAR,2012,3423,1279
PUNJAB_JALANDHAR,2013,3548,1357
PUNJAB_JALANDHAR,2014,3646,1322
PUNJAB_JALANDHAR,2015,3652,1245
PUNJAB_JALANDHAR,2016,3332,1176
PUNJAB_JALANDHAR,2017,2865,1225
PUNJAB_JALANDHAR,2018,3388,1565
PUNJAB_JALANDHAR,2019,3171,1242
PUNJAB_JALANDHAR,2020,3124,1243
PUNJAB_JALANDHAR,2021,3142,1236
PUNJAB_JALANDHAR,2022,3138,1235
PUNJAB_JALANDHAR,2023,3138,1233
PUNJAB_JALANDHAR,2024,3141,1232
PUNJAB_JALANDHAR,2025,3141,1230
PUNJAB_LUDHIANA,2002,117,46
PUNJAB_LUDHIANA,2003,3408,1147
PUNJAB_LUDHIANA,2004,4969,1582
PUNJAB_LUDHIANA,2005,4817,1508
PUNJAB_LUDHIANA,2006,4850,1620
PUNJAB_LUDHIANA,2007,5028,1689
PUNJAB_LUDHIANA,2008,5191,1709
PUNJAB_LUDHIANA,2009,5497,1893
PUNJAB_LUDHIANA,2010,5934,2178
PUNJAB_LUDHIANA,2011,5194,1807
PUNJAB_LUDHIANA,2012,5647,2114
PUNJAB_LUDHIANA,2013,5328,2052
PUNJAB_LUDHIANA,2014,5694,1935
PUNJAB_LUDHIANA,2015,5434,1895
PUNJAB_LUDHIANA,2016,5524,1938
PUNJAB_LUDHIANA,2017,5334,1916
PUNJAB_LUDHIANA,2018,8175,3087
PUNJAB_LUDHIANA,2019,5378,1754
PUNJAB_LUDHIANA,2020,5351,1749
PUNJAB_LUDHIANA,2021,5334,1758
PUNJAB_LUDHIANA,2022,5315,1757
PUNJAB_LUDHIANA,2023,5310,1760
PUNJAB_LUDHIANA,2024,5289,1763
PUNJAB_LUDHIANA,2025,5283,1766
PUNJAB_MOGA,2004,31,10
PUNJAB_MOGA,2005,970,402
PUNJAB_MOGA,2006,961,459
PUNJAB_MOGA,2007,970,488
PUNJAB_MOGA,2008,1101,600
PUNJAB_MOGA,2009,1138,614
PUNJAB_MOGA,2010,1282,712
PUNJAB_MOGA,2011,1434,694
PUNJAB_MOGA,2012,1122,501
PUNJAB_MOGA,2013,1066,477
PUNJAB_MOGA,2014,1188,504
PUNJAB_MOGA,2015,1174,493
PUNJAB_MOGA,2016,1138,485
PUNJAB_MOGA,2017,1081,483
PUNJAB_MOGA,2018,983,550
PUNJAB_MOGA,2019,1154,467
PUNJAB_MOGA,2020,1183,474
PUNJAB_MOGA,2021,1148,467
PUNJAB_MOGA,2022,1164,468
PUNJAB_MOGA,2023,1161,469
PUNJAB_MOGA,2024,1160,468
PUNJAB_MOGA,2025,1160,468
PUNJAB_PATIALA,2001,637,279
PUNJAB_PATIALA,2002,1377,594
PUNJAB_PATIALA,2003,2381,916
PUNJAB_PATIALA,2004,2601,951
PUNJAB_PATIALA,2005,2945,1004
PUNJAB_PATIALA,2006,3417,1269
PUNJAB_PATIALA,2007,2449,961
PUNJAB_PATIALA,2008,3032,1098
PUNJAB_PATIALA,2009,2969,1046
PUNJAB_PATIALA,2010,2997,1060
PUNJAB_PATIALA,2011,2857,988
PUNJAB_PATIALA,2012,2578,971
PUNJAB_PATIALA,2013,2232,911
PUNJAB_PATIALA,2014,2200,962
PUNJAB_PATIALA,2015,3099,1180
PUNJAB_PATIALA,2016,2269,907
PUNJAB_PATIALA,2017,3314,1867
PUNJAB_PATIALA,2018,4505,2453
PUNJAB_PATIALA,2019,2783,947
PUNJAB_PATIALA,2020,2775,962
PUNJAB_PATIALA,2021,2784,956
PUNJAB_PATIALA,2022,2771,956
PUNJAB_PATIALA,2023,2766,956
PUNJAB_PATIALA,2024,2760,955
PUNJAB_PATIALA,2025,2751,954
PUNJAB_RUPNAGAR,2002,16,8
PUNJAB_RUPNAGAR,2003,1145,469
PUNJAB_RUPNAGAR,2004,1370,554
PUNJAB_RUPNAGAR,2005,1390,566
PUNJAB_RUPNAGAR,2006,1530,590
PUNJAB_RUPNAGAR,2007,1255,495
PUNJAB_RUPNAGAR,2008,890,428
PUNJAB_RUPNAGAR,2009,971,495
PUNJAB_RUPNAGAR,2010,1113,535
PUNJAB_RUPNAGAR,2011,1047,476
PUNJAB_RUPNAGAR,2012,923,434
PUNJAB_RUPNAGAR,2013,909,391
PUNJAB_RUPNAGAR,2014,904,409
PUNJAB_RUPNAGAR,2015,894,426
PUNJAB_RUPNAGAR,2016,976,441
PUNJAB_RUPNAGAR,2017,940,477
PUNJAB_RUPNAGAR,2018,857,505
PUNJAB_RUPNAGAR,2019,1139,466
PUNJAB_RUPNAGAR,2020,1172,483
PUNJAB_RUPNAGAR,2021,1162,484
PUNJAB_RUPNAGAR,2022,1178,489
PUNJAB_RUPNAGAR,2023,1193,493
PUNJAB_RUPNAGAR,2024,1207,498
PUNJAB_RUPNAGAR,2025,1220,502
PUNJAB_SAHIBZADAAJITSINGHNAGAR,2007,508,178
PUNJAB_SAHIBZADAAJITSINGHNAGAR,2019,991,394
PUNJAB_SAHIBZADAAJITSINGHNAGAR,2020,1042,408
PUNJAB_SAHIBZADAAJITSINGHNAGAR,2021,1003,401
PUNJAB_SAHIBZADAAJITSINGHNAGAR,2022,1001,400
PUNJAB_SAHIBZADAAJITSINGHNAGAR,2023,999,399
PUNJAB_SAHIBZADAAJITSINGHNAGAR,2024,992,398
PUNJAB_SAHIBZADAAJITSINGHNAGAR,2025,988,397
PUNJAB_SANGRUR,2003,1786,713
PUNJAB_SANGRUR,2004,2392,806
PUNJAB_SANGRUR,2005,2043,730
PUNJAB_SANGRUR,2006,2573,959
PUNJAB_SANGRUR,2007,2279,911
PUNJAB_SANGRUR,2008,1987,693
PUNJAB_SANGRUR,2009,2278,895
PUNJAB_SANGRUR,2010,2491,942
PUNJAB_SANGRUR,2011,2492,802
PUNJAB_SANGRUR,2012,2688,933
PUNJAB_SANGRUR,2013,2294,815
PUNJAB_SANGRUR,2014,2223,905
PUNJAB_SANGRUR,2015,2253,750
PUNJAB_SANGRUR,2016,2126,725
PUNJAB_SANGRUR,2017,2019,875
PUNJAB_SANGRUR,2018,1968,818
PUNJAB_SANGRUR,2019,2092,759
PUNJAB_SANGRUR,2020,2095,772
PUNJAB_SANGRUR,2021,2093,764
PUNJAB_SANGRUR,2022,2091,765
PUNJAB_SANGRUR,2023,2090,765
PUNJAB_SANGRUR,2024,2086,763
PUNJAB_SANGRUR,2025,2085,763
RAJASTHAN_ALWAR,2001,4217,1893
RAJASTHAN_ALWAR,2002,4319,1758
RAJASTHAN_ALWAR,2003,4527,1693
RAJASTHAN_ALWAR,2004,4955,1721
RAJASTHAN_ALWAR,2005,4575,1614
RAJASTHAN_ALWAR,2006,4883,1680
RAJASTHAN_ALWAR,2007,4918,1622
RAJASTHAN_ALWAR,2008,11241,4069
RAJASTHAN_ALWAR,2009,11555,4064
RAJASTHAN_ALWAR,2010,11645,4389
RAJASTHAN_ALWAR,2011,11848,4455
RAJASTHAN_ALWAR,2012,11166,4630
RAJASTHAN_ALWAR,2013,10521,4531
RAJASTHAN_ALWAR,2014,10836,4501
RAJASTHAN_ALWAR,2015,9895,3894
RAJASTHAN_ALWAR,2016,9533,3704
RAJASTHAN_ALWAR,2017,8326,3343
RAJASTHAN_ALWAR,2018,9108,4131
RAJASTHAN_ALWAR,2019,8925,3601
RAJASTHAN_ALWAR,2020,8752,3599
RAJASTHAN_ALWAR,2021,8822,3598
RAJASTHAN_ALWAR,2022,8784,3594
RAJASTHAN_ALWAR,2023,8780,3589
RAJASTHAN_ALWAR,2024,8775,3587
RAJASTHAN_ALWAR,2025,8761,3583
RAJASTHAN_BUNDI,2001,1293,551
RAJASTHAN_BUNDI,2002,1677,676
RAJASTHAN_BUNDI,2003,1773,675
RAJASTHAN_BUNDI,2004,1804,700
RAJASTHAN_BUNDI,2005,1931,683
RAJASTHAN_BUNDI,2006,2014,744
RAJASTHAN_BUNDI,2007,2033,693
RAJASTHAN_BUNDI,2008,2019,707
