gbr,rfr,dtr,xgbr,nn
-18.09504885,-7.677738894,17.34440104,-18.25015259,-12.72845459
45.21199349,189.6499741,238.8500213,13.41674805,-19.01422119
-115.2913827,-66.13591213,-88.84937238,-95.12133789,-3.305603027
-67.86482549,-47.42768581,-52.84937238,-52.41546631,34.48260498
-250.9650321,-267.2306423,-277.1499787,-188.1681213,-171.9676514
81.40429901,192.3114252,235.1506276,65.0736084,-425.0429688
-117.3680973,-147.3798486,-96,-14.61938477,-661.2583008
174.8133793,202.5780395,130.5,67.33850098,235.1242676
-138.6568781,-167.3853966,-157.8493724,-87.27481079,-49.7427063
187.1324574,178.9149416,164.8500213,187.5133972,207.0444031
-52.84676683,-59.42116898,-50.82334385,-30.62452698,1.410644531
-100.7171102,-168.3468205,-187.1499787,-45.56524658,-37.65287781
-294.9743181,-322.50018,-356.1499787,-102.7015915,-0.080083847
175.6697154,211.8135006,197.8500213,145.944458,138.3121338
-126.2421629,-239.8755541,-257.1499787,-40.99295044,7.489242554
-91.59709058,-70.40366044,-93.65559896,-80.51390076,-30.60821533
72.34077013,79.73794556,96.34440104,77.18374634,26.78210449
75.12206632,81.48887837,68.15062762,36.03930664,-68.42843628
-53.94733096,-68.6041877,-84.1499787,-13.82937622,61.32067871
-31.36207715,-41.48902496,-38.82334385,-44.81970215,-13.26559448
-48.11253026,-36.00135569,-24.65559896,-41.28887939,5.583892822
127.5433246,197.8507938,189.8500213,74.98809814,38.55541992
132.3158563,85.9141832,75.8500213,93.21807861,222.5439148
145.0904314,53.08211357,8.818181818,69.80633545,17.30178833
14.84856643,16.96376532,63.34440104,14.96601868,-57.27539063
52.46337462,48.91461076,56.8500213,44.18103027,72.93048096
123.0232847,239.3643984,663.8500213,6.37097168,1.039428711
-106.6257337,-134.8363765,-144.8493724,-43.47784424,36.37431335
-31.37997007,-24.21887773,-9.655598958,-37.27354431,-81.85284424
0.552034534,-10.17547228,23.15062762,2.389343262,11.18762207
-20.01731846,-32.39473299,-49.1499787,-9.432006836,78.42510986
-62.29101582,-42.60931325,-51.65559896,-31.84947205,21.30641937
-55.69908918,-40.99899327,-47.1499787,-68.11807251,-178.9474792
33.8099405,110.8273548,135.8500213,-62.22589111,26.8927002
444.9286857,323.3634222,98.5,240.5153809,324.4136963
117.6600068,239.9004229,242.8500213,54.25256348,-25.19769287
-126.0988151,-135.9778244,-152.1499787,-73.75823975,-32.01182556
47.65638948,18.10602443,109.3939394,39.69348145,-70.62084961
65.16523933,83.023383,105.344401,61.97375488,-16.58602905
94.31648142,136.1547367,144.8500213,65.35708618,-24.02062988
57.35689379,58.02961449,0.882352941,-9.213867188,-74.46429443
167.8592364,161.9598812,108.125,30.24401855,124.2183838
57.67519647,-28.83506432,-41.25,26.62438965,-34.88189697
44.16392668,143.8340695,201.8500213,16.42938232,-51.31463623
-126.6384928,-143.3002021,-149.655599,-69.3576889,-1.766338348
126.4070373,112.1746776,94.8500213,107.0046082,82.96270752
141.5084874,87.28072169,-21.33333333,66.90447998,52.89923096
-34.10030561,-83.30104443,-125.655599,-17.30590057,-4.058425903
-110.8354347,-83.28129377,10.4,1.449035645,-242.2803955
-102.4284381,-55.4080396,-44.1499787,-79.78201294,-20.53305054
-119.8247887,-112.2073313,-107.1499787,-126.5326843,-37.25836182
11.34586453,25.59792401,43.34440104,4.447631836,44.32798767
79.89396101,175.9288853,131.5,66.2833252,177.2012329
155.4663486,140.2184888,122.8500213,125.8083191,94.3404541
181.2112716,250.9357262,238.8500213,128.32547,63.7989502
-114.9556457,-130.6839823,-165.655599,-38.92784882,-3.839893341
-19.83334891,-53.22819222,-45.65559896,-15.26754761,13.92436218
-43.35559297,-50.60568938,-44.1499787,-39.27484131,0.34173584
28.3420613,8.149349553,4.344401042,45.87406921,-0.310775757
-135.2798301,-110.1356028,-149.655599,-100.280838,-55.69314575
125.9962978,104.5356225,32.23529412,47.331604,-17.61193848
31.90074844,23.54149031,21.15062762,25.76657104,-2.417602539
-115.9940469,-93.47186768,-93.65559896,-70.66445923,-3.731430054
163.2992736,111.584297,50.5,135.1359253,153.9072266
-61.0586117,-38.94113468,-109.655599,-43.08356476,1.472183228
-135.7245357,-112.9908399,-119.8493724,-119.4154663,-46.2567749
-346.4376906,-558.2847452,-581.2,-313.2437744,-837.864502
157.0875903,18.53820318,67.8,49.57458496,-309.6694336
68.83033698,51.6883649,70.34440104,53.69189453,-21.75421143
-137.4824028,-237.842078,-274.1499787,-89.50952148,-4.230445862
-41.62217867,-42.07004167,-46.82334385,-46.3739624,-1.862701416
-123.7900647,-127.4215294,-147.655599,-71.24913788,-13.83011627
-17.66763127,50.56027457,219.8500213,31.046875,-147.7427368
291.244589,298.0131997,361.344401,243.9255981,82.89727783
49.26251876,81.21061171,-24.93181818,1.990844727,-21.16699219
143.5663372,135.3484226,170.344401,136.3966522,5.859466553
92.68199468,25.15730856,-27.4,88.88391113,0.454101563
-113.4530389,-138.2062342,-150.8233438,-67.1897583,20.13687897
14.73447894,106.7784651,99.8500213,13.30581665,-58.60791016
-46.47483505,-7.856809193,-18.70588235,-17.49691963,3.981900215
-76.60280142,-100.6541479,-95.65559896,-43.31370544,-7.183876038
-114.4808522,-107.6306004,-118.1499787,-80.88983154,-35.48452759
-23.4352834,-28.85391834,-43.1499787,-25.15481567,71.44989014
-108.2169855,-137.1415324,-129.1499787,-108.7976379,-8.89944458
84.00873982,167.8250549,211.8500213,35.09313965,-13.15081787
60.86335857,126.4897554,127.8500213,18.10446167,25.99072266
52.41821119,-13.45943046,-97.85714286,13.17614746,-102.3831787
-0.946590555,-66.19528876,-49.6,40.47125244,-208.7830811
87.86335857,147.0609921,154.8500213,52.52392578,41.33508301
61.56633724,36.06243998,88.34440104,54.39665222,0.147155762
