,Location,Year,total_cases,smearpositivecases
1113,UTTARPRADESH_BAREILLY,2019,5446,3038
1114,UTTARPRADESH_BAREILLY,2020,5433,3039
1115,UTTARPRADESH_BAREILLY,2021,5481,3043
1116,UTTARPRADESH_BAREILLY,2022,5515,3038
1117,UTTARPRADESH_BAREILLY,2023,5562,3038
1118,UTTARPRADESH_BAREILLY,2024,5604,3037
1119,UTTARPRADESH_BAREILLY,2025,5643,3035
1120,UTTARPRADESH_BULANDSHAHR,2019,6895,2569
1121,UTTARPRADESH_BULANDSHAHR,2020,6861,2565
1122,UTTARPRADESH_BULANDSHAHR,2021,6895,2571
1123,UTTARPRADESH_BULANDSHAHR,2022,6883,2572
1124,UTTARPRADESH_BULANDSHAHR,2023,6868,2573
1125,UTTARPRADESH_BULANDSHAHR,2024,6852,2574
1126,UTTARPRADESH_BULANDSHAHR,2025,6828,2575
1127,UTTARPRADESH_FIROZABAD,2019,3788,1360
1128,UTTARPRADESH_FIROZABAD,2020,3782,1348
1129,UTTARPRADESH_FIROZABAD,2021,3777,1343
1130,UTTARPRADESH_FIROZABAD,2022,3775,1334
1131,UTTARPRADESH_FIROZABAD,2023,3765,1326
1132,UTTARPRADESH_FIROZABAD,2024,3765,1321
1133,UTTARPRADESH_FIROZABAD,2025,3758,1316
1134,UTTARPRADESH_GHAZIABAD,2019,8842,3222
1135,UTTARPRADESH_GHAZIABAD,2020,8657,3202
1136,UTTARPRADESH_GHAZIABAD,2021,8743,3207
1137,UTTARPRADESH_GHAZIABAD,2022,8793,3207
1138,UTTARPRADESH_GHAZIABAD,2023,8823,3206
1139,UTTARPRADESH_GHAZIABAD,2024,8802,3202
1140,UTTARPRADESH_GHAZIABAD,2025,8791,3198
1141,UTTARPRADESH_GORAKHPUR,2019,4748,2529
1142,UTTARPRADESH_GORAKHPUR,2020,4761,2527
1143,UTTARPRADESH_GORAKHPUR,2021,4769,2536
1144,UTTARPRADESH_GORAKHPUR,2022,4806,2538
1145,UTTARPRADESH_GORAKHPUR,2023,4801,2542
1146,UTTARPRADESH_GORAKHPUR,2024,4825,2547
1147,UTTARPRADESH_GORAKHPUR,2025,4846,2551
1148,UTTARPRADESH_JHANSI,2019,2722,1272
1149,UTTARPRADESH_JHANSI,2020,2725,1274
1150,UTTARPRADESH_JHANSI,2021,2725,1271
1151,UTTARPRADESH_JHANSI,2022,2729,1269
1152,UTTARPRADESH_JHANSI,2023,2733,1267
1153,UTTARPRADESH_JHANSI,2024,2737,1265
1154,UTTARPRADESH_JHANSI,2025,2741,1263
1155,UTTARPRADESH_KANPURNAGAR,2019,6698,2718
1156,UTTARPRADESH_KANPURNAGAR,2020,6698,2713
1157,UTTARPRADESH_KANPURNAGAR,2021,6693,2707
1158,UTTARPRADESH_KANPURNAGAR,2022,6681,2699
1159,UTTARPRADESH_KANPURNAGAR,2023,6678,2692
1160,UTTARPRADESH_KANPURNAGAR,2024,6670,2686
1161,UTTARPRADESH_KANPURNAGAR,2025,6664,2679
1162,UTTARPRADESH_LUCKNOW,2019,6973,2863
1163,UTTARPRADESH_LUCKNOW,2020,6951,2856
1164,UTTARPRADESH_LUCKNOW,2021,6955,2857
1165,UTTARPRADESH_LUCKNOW,2022,6926,2849
1166,UTTARPRADESH_LUCKNOW,2023,6925,2848
1167,UTTARPRADESH_LUCKNOW,2024,6904,2842
1168,UTTARPRADESH_LUCKNOW,2025,6900,2839
1169,UTTARPRADESH_MATHURA,2019,3825,1887
1170,UTTARPRADESH_MATHURA,2020,3806,1872
1171,UTTARPRADESH_MATHURA,2021,3816,1874
1172,UTTARPRADESH_MATHURA,2022,3797,1869
1173,UTTARPRADESH_MATHURA,2023,3808,1863
1174,UTTARPRADESH_MATHURA,2024,3788,1860
1175,UTTARPRADESH_MATHURA,2025,3795,1856
1176,UTTARPRADESH_MEERUT,2019,6827,3105
1177,UTTARPRADESH_MEERUT,2020,6776,3093
1178,UTTARPRADESH_MEERUT,2021,6732,3085
1179,UTTARPRADESH_MEERUT,2022,6703,3080
1180,UTTARPRADESH_MEERUT,2023,6673,3074
1181,UTTARPRADESH_MEERUT,2024,6663,3070
1182,UTTARPRADESH_MEERUT,2025,6645,3064
1183,UTTARPRADESH_MORADABAD,2019,4765,2472
1184,UTTARPRADESH_MORADABAD,2020,4820,2466
1185,UTTARPRADESH_MORADABAD,2021,4754,2461
1186,UTTARPRADESH_MORADABAD,2022,4847,2466
1187,UTTARPRADESH_MORADABAD,2023,4763,2456
1188,UTTARPRADESH_MORADABAD,2024,4859,2463
1189,UTTARPRADESH_MORADABAD,2025,4788,2453
1190,UTTARPRADESH_SAHARANPUR,2019,5518,2601
1191,UTTARPRADESH_SAHARANPUR,2020,5448,2577
1192,UTTARPRADESH_SAHARANPUR,2021,5410,2555
1193,UTTARPRADESH_SAHARANPUR,2022,5373,2538
1194,UTTARPRADESH_SAHARANPUR,2023,5338,2517
1195,UTTARPRADESH_SAHARANPUR,2024,5299,2499
1196,UTTARPRADESH_SAHARANPUR,2025,5273,2479
1197,UTTARPRADESH_SONBHADRA,2019,1939,1143
1198,UTTARPRADESH_SONBHADRA,2020,1929,1135
1199,UTTARPRADESH_SONBHADRA,2021,1959,1137
1200,UTTARPRADESH_SONBHADRA,2022,1923,1136
1201,UTTARPRADESH_SONBHADRA,2023,1937,1132
1202,UTTARPRADESH_SONBHADRA,2024,1940,1134
1203,UTTARPRADESH_SONBHADRA,2025,1920,1130
1204,UTTARPRADESH_UNNAO,2019,4090,2018
1205,UTTARPRADESH_UNNAO,2020,4049,2015
1206,UTTARPRADESH_UNNAO,2021,4016,2007
1207,UTTARPRADESH_UNNAO,2022,4003,2006
1208,UTTARPRADESH_UNNAO,2023,3974,1997
1209,UTTARPRADESH_UNNAO,2024,3970,1998
1210,UTTARPRADESH_UNNAO,2025,3945,1989
1211,UTTARPRADESH_VARANASI,2019,5036,2130
1212,UTTARPRADESH_VARANASI,2020,5015,2127
1213,UTTARPRADESH_VARANASI,2021,5006,2126
1214,UTTARPRADESH_VARANASI,2022,5013,2125
1215,UTTARPRADESH_VARANASI,2023,5019,2124
1216,UTTARPRADESH_VARANASI,2024,5021,2123
1217,UTTARPRADESH_VARANASI,2025,5017,2122
1218,WESTBENGAL_BANKURA,2019,4022,1847
1219,WESTBENGAL_BANKURA,2020,4015,1836
1220,WESTBENGAL_BANKURA,2021,4002,1836
1221,WESTBENGAL_BANKURA,2022,3998,1829
1222,WESTBENGAL_BANKURA,2023,3974,1823
1223,WESTBENGAL_BANKURA,2024,3973,1818
1224,WESTBENGAL_BANKURA,2025,3958,1813
1225,WESTBENGAL_MALDAH,2019,4836,2387
1226,WESTBENGAL_MALDAH,2020,4835,2387
1227,WESTBENGAL_MALDAH,2021,4843,2388
1228,WESTBENGAL_MALDAH,2022,4841,2388
1229,WESTBENGAL_MALDAH,2023,4846,2389
1230,WESTBENGAL_MALDAH,2024,4848,2390
1231,WESTBENGAL_MALDAH,2025,4850,2391
1232,WESTBENGAL_MURSHIDABAD,2019,6181,3880
1233,WESTBENGAL_MURSHIDABAD,2020,6179,3880
1234,WESTBENGAL_MURSHIDABAD,2021,6176,3879
1235,WESTBENGAL_MURSHIDABAD,2022,6174,3878
1236,WESTBENGAL_MURSHIDABAD,2023,6171,3878
1237,WESTBENGAL_MURSHIDABAD,2024,6169,3877
1238,WESTBENGAL_MURSHIDABAD,2025,6167,3876
1239,WESTBENGAL_NADIA,2019,4018,2104
1240,WESTBENGAL_NADIA,2020,4012,2100
1241,WESTBENGAL_NADIA,2021,4005,2097
1242,WESTBENGAL_NADIA,2022,3999,2094
1243,WESTBENGAL_NADIA,2023,3993,2090
1244,WESTBENGAL_NADIA,2024,3987,2087
1245,WESTBENGAL_NADIA,2025,3982,2084
1246,WESTBENGAL_PURBAMEDINIPUR,2019,3366,1761
1247,WESTBENGAL_PURBAMEDINIPUR,2020,3328,1738
1248,WESTBENGAL_PURBAMEDINIPUR,2021,3285,1736
1249,WESTBENGAL_PURBAMEDINIPUR,2022,3203,1721
1250,WESTBENGAL_PURBAMEDINIPUR,2023,3156,1721
1251,WESTBENGAL_PURBAMEDINIPUR,2024,3082,1701
1252,WESTBENGAL_PURBAMEDINIPUR,2025,3065,1701
