Year,2006,,2011,,2016,,2021,,2025,
Location,total_rate,smear_rate,total_rate,smear_rate,total_rate,smear_rate,total_rate,smear_rate,total_rate,smear_rate
ODISHA_SUNDARGARH,-0.0569,0.0403,0.1964,0.0745,-0.1726,-0.1227,0.109,0.0348,-0.0104,-0.0099
PUNJAB_AMRITSAR,-0.1287,-0.1412,0.3955,0.2201,-0.0107,-0.0398,0.0041,0.0383,-0.0181,-0.0133
PUNJAB_BATHINDA,-0.5479,-0.5022,0.1502,0.2015,-0.062,-0.1089,0.0336,0.1433,0.0057,0
PUNJAB_FARIDKOT,-0.3848,-0.4607,0.0901,-0.0729,-0.0581,0.1007,0.0504,-0.0647,0.0217,0.0215
PUNJAB_FATEHGARHSAHIB,-0.5079,-0.3738,0.2308,0.4739,-0.2288,-0.3165,0.0032,-0.0074,-0.0065,-0.0037
PUNJAB_GURDASPUR,3.0033,2.8989,0.2084,0.2843,-0.4555,-0.3628,0.6586,0.3897,-0.0153,-0.0093
PUNJAB_HOSHIARPUR,-0.2411,-0.2668,-0.1051,-0.1442,-0.0256,0.0136,-0.0051,-0.0777,-0.0063,-0.0029
PUNJAB_JALANDHAR,0.4604,0.4927,0.3315,0.2598,-0.0101,-0.0884,-0.057,0.051,-0.0003,-0.0049
PUNJAB_LUDHIANA,0.5441,0.3171,0.0709,0.1154,0.0635,0.0725,-0.0344,-0.0929,-0.0096,0.0046
PUNJAB_MOGA,-0.8181,-0.7401,0.4922,0.512,-0.2064,-0.3012,0.0088,-0.0371,0.0105,0.0021
PUNJAB_PATIALA,4.3642,3.5484,-0.1639,-0.2214,-0.2058,-0.082,0.227,0.054,-0.0119,-0.0021
PUNJAB_RUPNAGAR,-0.4438,-0.3816,-0.3157,-0.1932,-0.0678,-0.0735,0.1906,0.0975,0.0499,0.0372
PUNJAB_SAHIBZADAAJITSINGHNAGAR,-,-,-,-,-,-,-0.1779,-0.2012,-0.015,-0.01
PUNJAB_SANGRUR,1.6043,1.4156,-0.0315,-0.1637,-0.1469,-0.096,-0.0155,0.0538,-0.0038,-0.0013
RAJASTHAN_ALWAR,0.1579,-0.1125,1.4264,1.6518,-0.1954,-0.1686,-0.0746,-0.0286,-0.0069,-0.0042
RAJASTHAN_BUNDI,0.5576,0.3503,-0.0566,0.0336,-0.1505,-0.3589,-0.1134,-0.1095,-0.0028,-0.0068
RAJASTHAN_JAIPUR,0.6016,0.4192,0.7806,1.08,-0.2735,-0.2832,0.008,0.0758,-0.0059,-0.0027
RAJASTHAN_JODHPUR,1.0033,1.4568,0.1707,0.0901,-0.3138,-0.5094,0.3305,0.6033,-0.0053,-0.0022
